model name,query index,verifcation time,verifcation memory,answer,solved by query simplification,prev place count,prev transition count,post place count,post transition count,reduce time,state space size,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule J,rule K,rule L,rule M,rule N,rule P,rule Q,rule R
ARMCacheCoherence-PT-none,1,0,0,NONE,FALSE,87,33676,67,802,0.581404,208946562,17,0,0,32831,0,0,17,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,10,0,0,NONE,FALSE,87,33676,67,762,0.593933,0,18,0,0,32873,0,0,17,2,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,11,0,0,NONE,FALSE,87,33676,61,698,0.594549,0,23,0,0,32929,0,0,17,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,12,0,0,NONE,FALSE,87,33676,1,1,0.535525,0,0,0,0,32425,0,0,16,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,13,0,0,NONE,FALSE,87,33676,62,727,0.58958,0,22,0,0,32901,0,0,17,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,14,0,0,NONE,FALSE,87,33676,64,731,0.593861,0,21,0,0,32901,0,0,17,2,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,15,0,0,NONE,FALSE,87,33676,64,743,0.584738,0,20,0,0,32887,0,0,17,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,16,0,0,NONE,FALSE,87,33676,64,761,0.580199,0,22,0,0,32873,0,0,17,1,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,2,0,0,NONE,FALSE,87,33676,60,697,0.600251,125296001,24,0,0,32929,0,0,17,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,3,0,0,NONE,FALSE,87,33676,61,698,0.594432,136500801,23,0,0,32929,0,0,17,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,4,0,0,NONE,FALSE,87,33676,63,772,0.591169,218130001,22,0,0,32859,0,0,17,2,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,5,0,0,NONE,FALSE,87,33676,60,697,0.587392,125296001,24,0,0,32929,0,0,17,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,6,0,0,NONE,FALSE,87,33676,65,800,0.594249,192153601,19,0,0,32831,0,0,17,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,7,0,0,NONE,FALSE,87,33676,62,699,0.583006,136500802,22,0,0,32929,0,0,17,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,8,0,0,NONE,FALSE,87,33676,62,727,0.589528,136724802,22,0,0,32901,0,0,17,3,1,0,0,0,0,0,0,0,0
ARMCacheCoherence-PT-none,9,0,0,NONE,FALSE,87,33676,61,698,0.598332,136500801,23,0,0,32929,0,0,17,3,1,0,0,0,0,0,0,0,0
ASLink-PT-01a,1,0,0,NONE,FALSE,431,735,349,662,0.001964,45764839,61,16,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,10,0,0,NONE,FALSE,431,735,334,651,0.002429,0,69,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,11,0,0,NONE,FALSE,431,735,334,651,0.002461,0,69,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,12,0,0,NONE,FALSE,431,735,334,651,0.002464,0,69,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,13,0,0,NONE,FALSE,431,735,334,651,0.00246,0,69,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,14,0,0,NONE,FALSE,431,735,336,652,0.00246,0,68,18,18,8,0,2,0,0,0,0,0,0,0,0,0,0,0
