model name,query index,verification time,verification memory,answer,solved by query simplification,prev place count,prev transition count,post place count,post transition count,reduce time,state space size,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule J,rule K,rule L,rule M,rule N,rule P,rule Q,rule R,rule S
DoubleExponent-PT-002,9,0.0,4192,FALSE,TRUE,110,98,45,37,0.000651,1204,45,20,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,10
DoubleExponent-PT-003,1,0.0,4272,FALSE,TRUE,163,148,65,54,0.001228,792142,65,30,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,25
DoubleExponent-PT-003,10,0.0,4412,TRUE,TRUE,163,148,70,59,0.000767,954741,62,30,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20
DoubleExponent-PT-003,11,0.0,4276,FALSE,TRUE,163,148,66,55,0.001113,792134,64,32,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,24
DoubleExponent-PT-003,12,0.064416,6208,FALSE,FALSE,163,148,72,61,0.000934,941956,57,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33
DoubleExponent-PT-003,13,0.0,4276,FALSE,TRUE,163,148,65,54,0.001232,792127,65,31,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,25
DoubleExponent-PT-003,14,0.010378,6196,TRUE,FALSE,163,148,74,63,0.001064,912536,59,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29
DoubleExponent-PT-003,15,0.0,4408,FALSE,TRUE,163,148,72,60,0.001229,1022714,62,26,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,23
DoubleExponent-PT-003,16,0.0,4364,TRUE,TRUE,163,148,74,63,0.000964,847005,59,27,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,22
DoubleExponent-PT-003,2,0.0,4276,FALSE,TRUE,163,148,65,54,0.001247,935170,65,31,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,24
DoubleExponent-PT-003,3,7.01496,67916,FALSE,FALSE,163,148,73,61,0.001095,1082250,60,25,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,27
DoubleExponent-PT-003,4,0.0,4344,TRUE,TRUE,163,148,67,56,0.000966,906548,65,30,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,22
DoubleExponent-PT-003,5,0.0,4340,TRUE,TRUE,163,148,68,57,0.000788,792150,62,30,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,25
DoubleExponent-PT-003,6,0.046879,6148,FALSE,FALSE,163,148,66,55,0.001085,792264,64,30,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,25
DoubleExponent-PT-003,7,0.046039,6088,TRUE,FALSE,163,148,65,54,0.000675,792141,65,31,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,25
DoubleExponent-PT-003,8,6.33171,56860,TRUE,FALSE,163,148,74,63,0.001089,952757,59,28,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20
DoubleExponent-PT-003,9,0.0,4456,TRUE,TRUE,163,148,82,71,0.000781,838973,54,21,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,23
DoubleExponent-PT-004,1,0.051736,6344,FALSE,FALSE,216,198,88,74,0.001544,0,84,41,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,41
DoubleExponent-PT-004,10,4.62459,57432,FALSE,FALSE,216,198,91,77,0.001463,0,85,42,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,34
DoubleExponent-PT-004,11,0.0,1119120,NONE,FALSE,216,198,102,88,0.00101,0,73,34,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,39
DoubleExponent-PT-004,12,0.0,4464,FALSE,TRUE,216,198,89,75,0.001047,0,86,40,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,37
DoubleExponent-PT-004,13,0.246634,8264,FALSE,FALSE,216,198,87,73,0.000975,0,87,42,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,39
DoubleExponent-PT-004,14,0.0,4472,FALSE,TRUE,216,198,90,76,0.001022,0,84,42,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,39
DoubleExponent-PT-004,15,0.010835,6400,TRUE,FALSE,216,198,88,73,0.001012,0,84,41,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,41
DoubleExponent-PT-004,16,0.07037,6472,FALSE,FALSE,216,198,93,79,0.001018,0,82,37,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,40
DoubleExponent-PT-004,2,0.009158,6412,FALSE,FALSE,216,198,90,76,0.000984,0,83,43,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,37
DoubleExponent-PT-004,3,0.0,4464,TRUE,TRUE,216,198,89,75,0.001077,0,84,41,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,41
DoubleExponent-PT-004,4,0.0,4524,FALSE,TRUE,216,198,93,79,0.001052,0,79,36,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,42
DoubleExponent-PT-004,5,5.54574,54544,FALSE,FALSE,216,198,88,74,0.001046,0,84,42,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,40
DoubleExponent-PT-004,6,6.93745,65688,FALSE,FALSE,216,198,98,84,0.00102,0,74,39,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,42
DoubleExponent-PT-004,7,0.0,4436,TRUE,TRUE,216,198,94,80,0.001025,0,82,40,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,35
DoubleExponent-PT-004,8,0.0,4396,TRUE,TRUE,216,198,87,73,0.000994,0,87,41,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,39
DoubleExponent-PT-004,9,0.0,4460,FALSE,TRUE,216,198,87,73,0.001382,0,85,40,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,38
DoubleExponent-PT-010,1,0.0,4920,TRUE,TRUE,534,498,226,194,0.002709,0,210,102,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,112
DoubleExponent-PT-010,10,0.0,4896,FALSE,TRUE,534,498,220,188,0.002716,0,213,108,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,127
DoubleExponent-PT-010,11,0.0,5028,FALSE,TRUE,534,498,225,193,0.002557,0,209,104,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129
DoubleExponent-PT-010,12,0.0,4892,FALSE,TRUE,534,498,219,187,0.002816,0,211,109,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,130
DoubleExponent-PT-010,13,0.0,1183436,NONE,FALSE,534,498,221,189,0.002989,0,207,105,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,134
DoubleExponent-PT-010,14,0.0,1505208,NONE,FALSE,534,498,220,188,0.002337,0,210,108,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,130
DoubleExponent-PT-010,15,0.0,1273068,NONE,FALSE,534,498,234,201,0.002824,0,203,103,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,107
DoubleExponent-PT-010,16,0.0,1125036,NONE,FALSE,534,498,222,190,0.002993,0,211,107,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,129
DoubleExponent-PT-010,2,0.0,1221992,NONE,FALSE,534,498,232,200,0.002905,0,202,104,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,106
DoubleExponent-PT-010,3,0.0,4952,FALSE,TRUE,534,498,221,189,0.0027,0,208,108,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,131
DoubleExponent-PT-010,4,0.0,1427396,NONE,FALSE,534,498,225,193,0.002521,0,210,104,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,104
DoubleExponent-PT-010,5,0.0,1446128,NONE,FALSE,534,498,221,189,0.002808,0,209,105,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,132
DoubleExponent-PT-010,6,0.0,4948,FALSE,TRUE,534,498,221,189,0.002602,0,212,107,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,127
DoubleExponent-PT-010,7,0.0,1606156,NONE,FALSE,534,498,221,189,0.002757,0,210,109,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,128
DoubleExponent-PT-010,8,0.01635,6948,FALSE,FALSE,534,498,231,199,0.00285,0,206,100,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,132
DoubleExponent-PT-010,9,0.0,4976,TRUE,TRUE,534,498,225,193,0.002886,0,209,105,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,128
DoubleExponent-PT-020,1,0.0,937840,NONE,FALSE,1064,998,447,385,0.005423,0,412,213,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,249
DoubleExponent-PT-020,10,0.0,811112,NONE,FALSE,1064,998,448,386,0.004909,0,418,213,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,221
DoubleExponent-PT-020,11,0.0,695216,NONE,FALSE,1064,998,450,388,0.005609,0,411,211,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,254
DoubleExponent-PT-020,12,0.0,5836,FALSE,TRUE,1064,998,439,377,0.00563,0,423,219,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,230
DoubleExponent-PT-020,13,0.0,6096,FALSE,TRUE,1064,998,439,377,0.006397,0,422,217,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,278
DoubleExponent-PT-020,14,0.0,6164,TRUE,TRUE,1064,998,446,384,0.006491,0,416,216,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,276
DoubleExponent-PT-020,15,0.0,988144,NONE,FALSE,1064,998,442,380,0.006044,0,422,217,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,264
DoubleExponent-PT-020,16,0.0,1040268,NONE,FALSE,1064,998,441,379,0.006427,0,422,217,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,277
DoubleExponent-PT-020,2,0.0,937684,NONE,FALSE,1064,998,439,377,0.006274,0,422,217,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,276
DoubleExponent-PT-020,3,0.0,6100,FALSE,TRUE,1064,998,441,379,0.006242,0,422,217,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,277
DoubleExponent-PT-020,4,0.0,5752,FALSE,TRUE,1064,998,441,379,0.005387,0,423,219,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,250
DoubleExponent-PT-020,5,0.0,886052,NONE,FALSE,1064,998,455,393,0.004979,0,412,210,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,239
DoubleExponent-PT-020,6,0.0,6096,FALSE,TRUE,1064,998,439,377,0.006238,0,422,218,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,278
DoubleExponent-PT-020,7,0.0,6176,FALSE,TRUE,1064,998,444,382,0.006049,0,418,217,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,277
DoubleExponent-PT-020,8,0.0,831756,NONE,FALSE,1064,998,443,381,0.005354,0,419,219,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,274
DoubleExponent-PT-020,9,0.0,840712,NONE,FALSE,1064,998,442,380,0.006404,0,420,217,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,278
DoubleExponent-PT-100,1,0.0,31528,FALSE,TRUE,5304,4998,2200,1898,0.08629,0,2102,1099,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1475
DoubleExponent-PT-100,10,0.0,31496,FALSE,TRUE,5304,4998,2206,1904,0.08943,0,2097,1097,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1474
DoubleExponent-PT-100,11,0.0,32000,TRUE,TRUE,5304,4998,2200,1898,0.103973,0,2102,1097,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1477
DoubleExponent-PT-100,12,0.0,284304,NONE,FALSE,5304,4998,2206,1904,0.114027,0,2097,1094,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1475
DoubleExponent-PT-100,13,0.0,32236,TRUE,TRUE,5304,4998,2208,1906,0.110842,0,2093,1089,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1482
DoubleExponent-PT-100,14,0.0,31000,TRUE,TRUE,5304,4998,2202,1900,0.10931,0,2101,1098,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1475
DoubleExponent-PT-100,15,0.0,31360,TRUE,TRUE,5304,4998,2201,1899,0.104664,0,2098,1097,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1476
DoubleExponent-PT-100,16,0.0,304044,NONE,FALSE,5304,4998,2199,1897,0.082454,0,2100,1099,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1479
DoubleExponent-PT-100,2,0.0,275892,NONE,FALSE,5304,4998,2205,1903,0.115934,0,2097,1091,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1479
DoubleExponent-PT-100,3,0.0,22296,TRUE,TRUE,5304,4998,2203,1901,0.057375,0,2101,1097,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1280
DoubleExponent-PT-100,4,0.0,419048,NONE,FALSE,5304,4998,2211,1909,0.093637,0,2091,1091,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1470
DoubleExponent-PT-100,5,0.0,31036,FALSE,TRUE,5304,4998,2203,1901,0.086185,0,2099,1098,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1476
DoubleExponent-PT-100,6,0.0,294812,NONE,FALSE,5304,4998,2212,1910,0.101769,0,2095,1092,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1472
DoubleExponent-PT-100,7,0.0,281436,NONE,FALSE,5304,4998,2207,1905,0.111701,0,2095,1089,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1482
DoubleExponent-PT-100,8,0.0,22844,FALSE,TRUE,5304,4998,2201,1899,0.068013,0,2100,1097,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1394
DoubleExponent-PT-100,9,0.0,300356,NONE,FALSE,5304,4998,2201,1899,0.110453,0,2100,1099,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1477
DoubleExponent-PT-200,1,0.0,100548,TRUE,TRUE,10604,9998,4399,3797,0.502607,0,4202,2198,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3039
DoubleExponent-PT-200,10,0.0,99672,TRUE,TRUE,10604,9998,4400,3798,0.572937,0,4199,2193,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3042
DoubleExponent-PT-200,11,0.0,127840,NONE,FALSE,10604,9998,4401,3799,0.43058,0,4200,2196,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3037
DoubleExponent-PT-200,12,0.0,156348,NONE,FALSE,10604,9998,4405,3803,0.433348,0,4198,2197,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3038
DoubleExponent-PT-200,13,0.0,99656,TRUE,TRUE,10604,9998,4408,3806,0.477378,0,4196,2196,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3031
DoubleExponent-PT-200,14,0.0,117480,NONE,FALSE,10604,9998,4409,3807,0.48414,0,4190,2185,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3049
DoubleExponent-PT-200,15,0.0,148416,NONE,FALSE,10604,9998,4401,3799,0.45917,0,4201,2197,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3038
DoubleExponent-PT-200,16,0.0,130572,NONE,FALSE,10604,9998,4398,3796,0.534672,0,4201,2197,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3041
DoubleExponent-PT-200,2,0.0,194764,NONE,FALSE,10604,9998,4399,3797,0.243908,0,4203,2199,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2760
DoubleExponent-PT-200,3,0.0,153300,NONE,FALSE,10604,9998,4399,3797,0.468829,0,4202,2197,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3040
DoubleExponent-PT-200,4,0.0,147552,NONE,FALSE,10604,9998,4399,3797,0.474339,0,4201,2197,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3041
DoubleExponent-PT-200,5,0.0,100456,TRUE,TRUE,10604,9998,4400,3798,0.527627,0,4200,2196,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3041
DoubleExponent-PT-200,6,0.0,143220,NONE,FALSE,10604,9998,4405,3803,0.485847,0,4196,2193,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3042
DoubleExponent-PT-200,7,0.0,138424,NONE,FALSE,10604,9998,4404,3802,0.477203,0,4197,2196,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3039
DoubleExponent-PT-200,8,0.0,183680,NONE,FALSE,10604,9998,4403,3801,0.180287,0,4201,2196,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2735
DoubleExponent-PT-200,9,0.0,101004,FALSE,TRUE,10604,9998,4398,3796,0.426176,0,4201,2197,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3042
DrinkVendingMachine-PT-02,1,0.002305,6208,TRUE,FALSE,24,72,24,52,0.000375,1024,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrinkVendingMachine-PT-02,10,0.002693,6216,TRUE,FALSE,24,72,12,37,0.001035,16,6,0,0,27,0,6,2,0,0,0,0,0,0,38,0,0,0,0
DrinkVendingMachine-PT-02,11,0.0,4092,NONE,FALSE,24,72,0,0,0.000443,1,12,0,0,20,2,11,16,0,1,0,0,0,0,48,0,0,0,0
DrinkVendingMachine-PT-02,12,0.001955,6220,FALSE,FALSE,24,72,16,39,0.000715,256,4,0,0,28,0,4,1,0,0,0,0,0,0,38,0,0,0,0
DrinkVendingMachine-PT-02,13,0.0024,6084,FALSE,FALSE,24,72,2,2,0.000402,2,11,0,0,21,2,11,14,0,0,0,0,0,0,46,0,0,0,0
DrinkVendingMachine-PT-02,14,0.0,4288,NONE,FALSE,24,72,0,0,0.000393,1,12,0,0,20,2,11,16,0,1,0,0,0,0,48,0,0,0,0
DrinkVendingMachine-PT-02,15,0.0,4100,FALSE,TRUE,24,72,2,2,0.000463,2,11,0,0,27,2,11,8,0,0,0,0,0,0,40,0,0,0,0
DrinkVendingMachine-PT-02,16,0.0,4288,NONE,FALSE,24,72,0,0,0.000278,1,12,0,0,20,2,11,16,0,1,0,0,0,0,48,0,0,0,0
DrinkVendingMachine-PT-02,2,0.0,4292,NONE,FALSE,24,72,0,0,0.000447,1,12,0,0,20,2,11,16,0,1,0,0,0,0,48,0,0,0,0
DrinkVendingMachine-PT-02,3,0.0,4292,NONE,FALSE,24,72,0,0,0.000348,1,12,0,0,20,2,11,16,0,1,0,0,0,0,48,0,0,0,0
DrinkVendingMachine-PT-02,4,0.0,4092,NONE,FALSE,24,72,0,0,0.000278,1,12,0,0,20,2,11,16,0,1,0,0,0,0,48,0,0,0,0
DrinkVendingMachine-PT-02,5,0.0,4288,NONE,FALSE,24,72,0,0,0.000279,1,12,0,0,20,2,11,16,0,1,0,0,0,0,48,0,0,0,0
DrinkVendingMachine-PT-02,6,0.0,4296,NONE,FALSE,24,72,0,0,0.000391,1,12,0,0,20,2,11,16,0,1,0,0,0,0,48,0,0,0,0
DrinkVendingMachine-PT-02,7,0.0,4092,NONE,FALSE,24,72,0,0,0.000389,1,12,0,0,20,2,11,16,0,1,0,0,0,0,48,0,0,0,0
DrinkVendingMachine-PT-02,8,0.0,4288,NONE,FALSE,24,72,0,0,0.000351,1,12,0,0,20,2,11,16,0,1,0,0,0,0,48,0,0,0,0
DrinkVendingMachine-PT-02,9,0.0,4180,TRUE,TRUE,24,72,9,10,0.000406,16,7,0,0,30,3,7,0,0,0,0,0,0,0,28,0,0,0,0
DrinkVendingMachine-PT-10,1,1.77415,189312,FALSE,FALSE,120,111160,120,28660,120,0,0,0,0,82500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrinkVendingMachine-PT-10,10,0.0,30260,FALSE,TRUE,120,111160,14,9176,120,128,53,0,0,82500,9,53,9531,0,0,0,0,0,0,74300,0,0,0,0
DrinkVendingMachine-PT-10,11,0.0,19768,FALSE,TRUE,120,111160,6,6073,120,8,57,0,0,82500,9,57,12630,0,0,0,0,0,0,79230,0,0,0,0
DrinkVendingMachine-PT-10,12,0.0,8432,FALSE,TRUE,120,111160,4,1852,120,4,58,0,0,82500,10,58,15750,0,0,0,0,0,0,79340,0,0,0,0
DrinkVendingMachine-PT-10,13,0.0,24120,FALSE,TRUE,120,111160,6,7084,120,8,57,0,0,82500,9,57,11619,0,0,0,0,0,0,77730,0,0,0,0
DrinkVendingMachine-PT-10,14,0.0,4212,FALSE,TRUE,120,111160,10,10,52.356,32,55,0,0,83165,10,55,16930,0,0,0,0,0,0,80530,0,0,0,0
DrinkVendingMachine-PT-10,15,0.0,4124,FALSE,TRUE,120,111160,2,2,49.5352,2,59,0,0,82509,10,59,17590,0,0,0,0,0,0,81190,0,0,0,0
DrinkVendingMachine-PT-10,16,0.002617,6108,FALSE,FALSE,120,111160,4,4,53.1251,4,58,0,0,82958,10,58,17140,0,0,0,0,0,0,80740,0,0,0,0
DrinkVendingMachine-PT-10,2,0.031399,20936,FALSE,FALSE,120,111160,100,2910,56.3616,0,10,0,0,108240,0,10,0,0,0,0,0,0,0,28600,0,0,0,0
DrinkVendingMachine-PT-10,3,0.0,188004,NONE,FALSE,120,111160,120,28660,58.6373,0,0,0,0,82500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrinkVendingMachine-PT-10,4,0.614411,53076,FALSE,FALSE,120,111160,80,17640,120,0,20,0,0,82500,10,20,0,0,0,0,0,0,0,63600,0,0,0,0
DrinkVendingMachine-PT-10,5,1.78881,188552,TRUE,FALSE,120,111160,120,28660,120,0,0,0,0,82500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrinkVendingMachine-PT-10,6,0.016943,7340,FALSE,FALSE,120,111160,100,450,52.9264,0,10,0,0,99700,10,10,0,0,0,0,0,0,0,46000,0,0,0,0
DrinkVendingMachine-PT-10,7,2.38251,186928,FALSE,FALSE,120,111160,120,28660,120,0,0,0,0,82500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrinkVendingMachine-PT-10,8,0.006026,7276,FALSE,FALSE,120,111160,100,450,49.265,0,10,0,0,99700,10,10,0,0,0,0,0,0,0,46000,0,0,0,0
DrinkVendingMachine-PT-10,9,0.0,12244,FALSE,TRUE,120,111160,12,3416,120,64,54,0,0,82500,10,54,14190,0,0,0,0,0,0,77790,0,0,0,0
EGFr-PT-02010,1,0.0,4372,TRUE,TRUE,40,68,40,68,0.00071,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,10,0.0,4372,FALSE,TRUE,40,68,40,68,0.000614,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,11,0.0,4180,FALSE,TRUE,40,68,22,35,0.000282,168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,12,0.0,4392,FALSE,TRUE,40,68,36,63,0.000687,2985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,13,0.0,4372,TRUE,TRUE,40,68,40,68,0.000553,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,14,0.0,4368,FALSE,TRUE,40,68,40,68,0.00047,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,15,0.0,4092,FALSE,TRUE,40,68,12,13,0.000246,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,16,0.009257,6152,TRUE,FALSE,40,68,36,63,0.000589,2985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,2,0.0,4332,TRUE,TRUE,40,68,36,63,0.000639,2985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,3,0.013015,6324,FALSE,FALSE,40,68,40,68,0.000701,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,4,0.0,4396,FALSE,TRUE,40,68,36,63,0.00062,2985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,5,0.0,4356,TRUE,TRUE,40,68,38,65,0.000747,3957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,6,0.0,4168,FALSE,TRUE,40,68,14,16,0.00022,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,7,0.004558,6212,TRUE,FALSE,40,68,36,63,0.000719,2985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,8,0.002215,6320,FALSE,FALSE,40,68,40,68,0.000465,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFr-PT-02010,9,0.012996,6324,TRUE,FALSE,40,68,40,68,0.000674,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFr-PT-10420,1,0.0,3680,TRUE,TRUE,208,378,2,0,0.001914,1,0,0,0,0,49,48,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,10,0.002791,6424,TRUE,FALSE,208,378,69,87,0.001398,0,0,0,0,0,49,48,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,11,0.002155,6432,TRUE,FALSE,208,378,74,90,0.001834,0,0,0,0,0,49,45,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,12,0.0,3756,FALSE,TRUE,208,378,5,3,0.001186,4,0,0,0,0,49,48,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,13,0.002195,6208,FALSE,FALSE,208,378,40,53,0.001695,393216,0,0,0,0,49,49,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,14,0.002076,6380,TRUE,FALSE,208,378,60,78,0.001611,0,0,0,0,0,49,49,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,15,0.0,3684,FALSE,TRUE,208,378,2,0,0.001148,1,0,0,0,0,49,47,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,16,0.00217,6348,TRUE,FALSE,208,378,54,71,0.001797,0,0,0,0,0,49,49,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,2,0.0,4380,TRUE,TRUE,208,378,46,58,0.001146,3145728,0,0,0,0,49,48,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,3,0.0,3620,TRUE,TRUE,208,378,1,0,0.001174,1,0,0,0,0,49,49,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,4,0.0,4472,TRUE,TRUE,208,378,69,89,0.001809,0,0,0,0,0,49,48,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,5,0.0,3900,TRUE,TRUE,208,378,40,52,0.001452,786432,0,0,0,0,49,49,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,6,0.0,4280,TRUE,TRUE,208,378,49,64,0.001482,12582912,0,0,0,0,49,48,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,7,0.0,4376,TRUE,TRUE,208,378,53,68,0.001637,0,0,0,0,0,49,49,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,8,0.0,3616,TRUE,TRUE,208,378,1,0,0.001115,1,0,0,0,0,49,49,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10420,9,0.00255,6092,TRUE,FALSE,208,378,30,42,0.002268,24576,0,0,0,0,49,49,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10421,1,0.0,4404,FALSE,TRUE,208,378,57,73,0.002574,0,0,0,0,0,49,47,0,0,1,0,0,0,0,49,0,0,0,0
EGFr-PT-10421,10,0.0,4408,TRUE,TRUE,208,378,58,73,0.001364,0,0,0,0,0,49,47,0,0,1,0,0,0,0,49,0,0,0,0
