"model name","query index","time","memory","answer","solved by query simplification","prev place count","prev transition count","post place count","post transition count","rule A","rule B","rule C","rule D","rule E","rule F","rule G","rule H","rule I","rule J","rule K","rule L"
"ASLink-PT-02b","2","300.00","127248","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-02b","3","97.22","9256","TRUE","FALSE","1242","1621","486","898","662","45","30","10","0","3","0","0","0","33","0","0"
"ASLink-PT-02b","4","96.34","9472","FALSE","FALSE","1242","1621","471","887","671","46","34","11","0","4","0","0","0","33","0","0"
"ASLink-PT-02b","5","95.68","9540","FALSE","FALSE","1242","1621","468","884","673","47","34","11","0","4","0","0","0","33","0","0"
"ASLink-PT-02b","6","300.00","151440","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-02b","7","300.00","129392","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-02b","8","95.52","9256","FALSE","FALSE","1242","1621","468","884","672","47","34","11","0","4","0","0","0","34","0","0"
"ASLink-PT-02b","9","95.79","9260","FALSE","FALSE","1242","1621","474","888","666","47","32","11","0","4","0","0","0","36","0","0"
"ASLink-PT-03a","1","300.00","113752","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03a","10","300.00","102816","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03a","11","300.00","89076","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03a","12","114.05","13692","FALSE","FALSE","821","1281","614","1104","129","38","44","14","0","0","0","0","0","19","0","0"
"ASLink-PT-03a","13","300.00","125476","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03a","14","100.64","8628","FALSE","FALSE","821","1281","614","1104","128","38","44","14","0","0","0","0","0","20","0","0"
"ASLink-PT-03a","15","99.65","8628","TRUE","FALSE","821","1281","615","1105","129","37","44","14","0","0","0","0","0","19","0","0"
"ASLink-PT-03a","16","300.00","94072","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03a","2","99.31","8556","FALSE","FALSE","821","1281","615","1104","128","38","43","14","0","0","0","0","0","20","0","0"
"ASLink-PT-03a","3","300.00","103688","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03a","4","300.00","130848","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03a","5","300.00","84732","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03a","6","300.00","102424","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03a","7","300.00","105496","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03a","8","99.54","8556","FALSE","FALSE","821","1281","615","1105","128","38","44","14","0","0","0","0","0","19","0","0"
"ASLink-PT-03a","9","300.01","178468","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASLink-PT-03b","1","300.00","134400","NONE","FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
