model name,query index,verification time,verification memory,answer,solved by query simplification,prev place count,prev transition count,post place count,post transition count,reduce time,state space size,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule J,rule K,rule L,rule M,rule N,rule P,rule Q,rule R,rule S
ASLink-PT-01b,7,0.893551,8952,FALSE,FALSE,846,1148,337,653,0.008686,12227701,452,30,20,12,0,0,0,0,0,0,0,0,2,0,0,0,0,39
ASLink-PT-01b,8,0.0,6216,TRUE,TRUE,846,1148,347,660,0.00867,0,448,30,18,12,0,0,0,0,0,0,0,0,1,0,0,0,0,34
ASLink-PT-01b,9,0.0,6116,FALSE,TRUE,846,1148,333,650,0.008602,10297735,456,30,21,12,0,0,0,0,0,0,0,0,2,0,0,0,0,38
ASLink-PT-02a,1,19.4639,52240,FALSE,FALSE,626,1008,468,873,0.01069,0,100,27,30,15,0,0,0,0,0,0,0,0,2,0,0,0,0,31
ASLink-PT-02a,10,0.007723,8084,FALSE,FALSE,626,1008,467,873,0.009551,0,100,28,31,15,0,0,0,0,0,0,0,0,2,0,0,0,0,30
ASLink-PT-02a,11,0.00293,7972,TRUE,FALSE,626,1008,467,873,0.00787,0,100,28,31,15,0,0,0,0,0,0,0,0,2,0,0,0,0,30
ASLink-PT-02a,12,0.0,439664,NONE,FALSE,626,1008,469,874,0.009234,0,102,24,31,15,0,0,0,0,0,0,0,0,2,0,0,0,0,27
ASLink-PT-02a,13,0.02881,7416,FALSE,FALSE,626,1008,478,880,0.009129,0,101,28,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ASLink-PT-02a,14,0.0,6740,FALSE,TRUE,626,1008,464,871,0.009057,0,102,28,32,15,0,0,0,0,0,0,0,0,2,0,0,0,0,30
ASLink-PT-02a,15,0.0,313172,NONE,FALSE,626,1008,473,877,0.007721,0,98,25,30,15,0,0,0,0,0,0,0,0,2,0,0,0,0,29
ASLink-PT-02a,16,23.609,58436,FALSE,FALSE,626,1008,464,871,0.008823,0,102,28,32,15,0,0,0,0,0,0,0,0,2,0,0,0,0,30
ASLink-PT-02a,2,0.0,6740,FALSE,TRUE,626,1008,464,871,0.009262,0,102,28,32,15,0,0,0,0,0,0,0,0,2,0,0,0,0,30
ASLink-PT-02a,3,0.0,6808,TRUE,TRUE,626,1008,464,871,0.009161,0,102,28,32,15,0,0,0,0,0,0,0,0,2,0,0,0,0,30
ASLink-PT-02a,4,0.105821,7384,FALSE,FALSE,626,1008,464,871,0.009166,0,102,28,32,15,0,0,0,0,0,0,0,0,2,0,0,0,0,30
ASLink-PT-02a,5,0.045319,7380,FALSE,FALSE,626,1008,464,871,0.00933,0,102,28,32,15,0,0,0,0,0,0,0,0,2,0,0,0,0,30
ASLink-PT-02a,6,0.0,6808,TRUE,TRUE,626,1008,466,873,0.007722,0,100,28,32,15,0,0,0,0,0,0,0,0,2,0,0,0,0,30
ASLink-PT-02a,7,0.0,6852,FALSE,TRUE,626,1008,472,877,0.009107,0,99,27,31,15,0,0,0,0,0,0,0,0,2,0,0,0,0,26
ASLink-PT-02a,8,0.139384,7972,FALSE,FALSE,626,1008,465,872,0.007974,0,100,28,32,15,0,0,0,0,0,0,0,0,2,0,0,0,0,31
ASLink-PT-02a,9,0.0,6804,FALSE,TRUE,626,1008,465,872,0.009157,0,102,23,32,15,0,0,0,0,0,0,0,0,2,0,0,0,0,29
ASLink-PT-02b,1,0.006061,7480,FALSE,FALSE,1242,1621,480,884,0.01448,0,677,46,32,14,0,0,0,0,0,0,0,0,2,0,0,0,0,49
ASLink-PT-02b,10,0.0,6740,FALSE,TRUE,1242,1621,464,871,0.011748,0,687,47,35,15,0,0,0,0,0,0,0,0,2,0,0,0,0,53
ASLink-PT-02b,11,0.111027,8444,TRUE,FALSE,1242,1621,467,874,0.011965,0,684,47,35,15,0,0,0,0,0,0,0,0,2,0,0,0,0,53
ASLink-PT-02b,12,0.195082,7488,TRUE,FALSE,1242,1621,482,885,0.011913,0,677,43,32,15,0,0,0,0,0,0,0,0,2,0,0,0,0,52
ASLink-PT-02b,13,0.113597,7908,FALSE,FALSE,1242,1621,465,872,0.01014,0,686,47,35,15,0,0,0,0,0,0,0,0,2,0,0,0,0,53
ASLink-PT-02b,14,0.0,6840,TRUE,TRUE,1242,1621,480,883,0.011933,0,677,42,31,14,0,0,0,0,0,0,0,0,2,0,0,0,0,56
ASLink-PT-02b,15,0.050538,7460,TRUE,FALSE,1242,1621,472,878,0.010288,0,681,46,34,15,0,0,0,0,0,0,0,0,2,0,0,0,1,49
ASLink-PT-02b,16,0.11337,7848,TRUE,FALSE,1242,1621,465,872,0.011844,0,686,47,35,15,0,0,0,0,0,0,0,0,2,0,0,0,0,53
ASLink-PT-02b,2,0.0,6824,TRUE,TRUE,1242,1621,472,878,0.012884,0,680,47,34,15,0,0,0,0,0,0,0,0,2,0,0,0,0,53
ASLink-PT-02b,3,0.003535,7500,TRUE,FALSE,1242,1621,488,890,0.011572,0,672,45,30,14,0,0,0,0,0,0,0,0,2,0,0,0,0,51
ASLink-PT-02b,4,0.15705,7976,FALSE,FALSE,1242,1621,469,876,0.011833,0,683,46,35,15,0,0,0,0,0,0,0,0,2,0,0,0,0,53
ASLink-PT-02b,5,0.228746,7912,FALSE,FALSE,1242,1621,465,872,0.011136,0,685,47,35,15,0,0,0,0,0,0,0,0,2,0,0,0,0,54
ASLink-PT-02b,6,0.0,6740,FALSE,TRUE,1242,1621,465,872,0.009886,0,686,46,35,15,0,0,0,0,0,0,0,0,2,0,0,0,0,54
ASLink-PT-02b,7,2.71553,13288,TRUE,FALSE,1242,1621,477,883,0.011966,0,679,46,34,14,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-02b,8,0.22413,7456,FALSE,FALSE,1242,1621,466,873,0.01203,0,684,47,35,15,0,0,0,0,0,0,0,0,2,0,0,0,0,54
ASLink-PT-02b,9,0.097516,7992,FALSE,FALSE,1242,1621,475,880,0.012208,0,678,47,33,15,0,0,0,0,0,0,0,0,2,0,0,0,0,53
ASLink-PT-03a,1,0.0,405944,NONE,FALSE,821,1281,595,1092,0.014564,0,142,33,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,40
ASLink-PT-03a,10,0.0,7572,FALSE,TRUE,821,1281,600,1095,0.01124,0,140,38,43,18,0,0,0,0,0,0,0,0,2,0,0,0,0,39
ASLink-PT-03a,11,0.0,314208,NONE,FALSE,821,1281,596,1093,0.011424,0,142,37,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,40
ASLink-PT-03a,12,2.65619,11748,FALSE,FALSE,821,1281,595,1092,0.011409,0,142,38,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,40
ASLink-PT-03a,13,0.0,7528,FALSE,TRUE,821,1281,595,1092,0.011862,0,142,38,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,40
ASLink-PT-03a,14,1.57649,10380,FALSE,FALSE,821,1281,596,1093,0.01177,0,141,38,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,40
ASLink-PT-03a,15,1.28352,9780,TRUE,FALSE,821,1281,595,1092,0.011358,0,142,37,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,41
