,model name,query index,base-rules@verification time,with-r@verification time,veri time ratio,base-rules@state space size,with-r@state space size,state space ratio,with-r@reduce time,base-rules@answer,type
404,GlobalResAllocation-PT-03,6,10.35,10.24,1.0107421875,61309,61309,1.0,0.036458,FALSE,EF
249,PolyORBLF-PT-S02J04T06,14,7.21,7.13,1.0112201963534362,38484187,38484187,1.0,0.002598,FALSE,AG
346,BridgeAndVehicles-PT-V20P20N10,1,21.15,20.91,1.011477761836442,23489217,23489217,1.0,0.004233,TRUE,AG
398,BridgeAndVehicles-PT-V20P20N50,2,0.85,0.84,1.0119047619047619,34345799,34345799,1.0,0.07304,FALSE,AG
440,GPPP-PT-C0001N0000000010,1,0.75,0.74,1.0135135135135136,5400,5400,1.0,8.9e-05,TRUE,AG
41,MultiCrashLeafsetExtension-PT-S24C04,12,2.09,2.06,1.0145631067961165,8416722,8416722,1.0,0.220627,FALSE,EF
180,TokenRing-PT-015,13,68.72,67.71,1.0149165559001625,265182781,265182781,1.0,0.005096,TRUE,AG
376,DNAwalker-PT-01track12Block1,3,7.46,7.35,1.014965986394558,12042,12042,1.0,6.7e-05,TRUE,AG
190,SimpleLoadBal-PT-02,15,10.16,10.01,1.014985014985015,1443,1443,1.0,0.0001,TRUE,EF
151,SatelliteMemory-PT-X01500Y0046,5,48.96,48.19,1.0159784187590788,46503907,46503907,1.0,3.7e-05,TRUE,AG
311,DNAwalker-PT-04track28LL,16,131.7,129.61,1.0161252989738445,198838593,198838593,1.0,0.000748,FALSE,EF
506,DNAwalker-PT-11ringRR,7,145.44,143.12,1.0162101732811626,197403653,197403653,1.0,0.000251,TRUE,AG
189,SimpleLoadBal-PT-10,8,41.04,40.38,1.0163447251114412,12182968,12182968,1.0,0.002439,TRUE,AG
373,DNAwalker-PT-01track12Block1,10,3.59,3.53,1.0169971671388103,6416,6416,1.0,0.000196,FALSE,EF
157,SafeBus-PT-06,2,115.77,113.79,1.0174004745583969,29904913,29904913,1.0,0.000862,TRUE,AG
147,SatelliteMemory-PT-X03000Y0094,9,1.59,1.56,1.0192307692307692,67510505,67510505,1.0,3.2e-05,FALSE,AG
345,BridgeAndVehicles-PT-V20P20N10,8,0.5,0.49,1.0204081632653061,23489217,23489217,1.0,0.002126,FALSE,AG
185,TokenRing-PT-010,9,0.97,0.95,1.0210526315789474,294051,294051,1.0,0.001189,TRUE,EF
417,MAPKbis-PT-5320,16,20.5,20.07,1.0214250124564026,23363586,23363586,1.0,0.000439,TRUE,AG
396,BridgeAndVehicles-PT-V20P20N50,8,1.71,1.67,1.0239520958083832,4372779,4372779,1.0,0.072501,TRUE,EF
258,PolyORBLF-PT-S02J06T06,9,1.66,1.62,1.0246913580246912,67675321,67675321,1.0,0.003365,TRUE,AG
43,MultiCrashLeafsetExtension-PT-S32C03,9,11.18,10.89,1.0266299357208448,3389759,3389759,1.0,0.536093,TRUE,EF
353,BridgeAndVehicles-PT-V20P10N20,9,1.8,1.75,1.0285714285714287,18072593,18072593,1.0,0.01412,TRUE,EF
212,PolyORBLF-PT-S02J06T06,13,11.25,10.93,1.029277218664227,67541596,67541596,1.0,0.003344,TRUE,EF
38,MultiCrashLeafsetExtension-PT-S24C03,9,0.68,0.66,1.0303030303030303,1097050,1097050,1.0,0.1572,FALSE,EF
20,MultiCrashLeafsetExtension-PT-S24C04,7,1.25,1.21,1.0330578512396695,8438750,8438750,1.0,0.218376,FALSE,EF
61,MultiCrashLeafsetExtension-PT-S32C02,7,3.77,3.62,1.0414364640883977,211962,211962,1.0,0.343288,FALSE,EF
535,DoubleExponent-PT-003,8,5.15,4.94,1.04251012145749,1360465,1272859,1.0688261622064974,0.000389,TRUE,AG
117,MultiCrashLeafsetExtension-PT-S16C07,13,1.19,1.14,1.0438596491228072,22711809,22711809,1.0,0.099679,TRUE,EF
24,MultiCrashLeafsetExtension-PT-S24C03,8,1.34,1.28,1.046875,1097352,1097352,1.0,0.153789,TRUE,EF
77,MultiCrashLeafsetExtension-PT-S16C05,14,0.66,0.63,1.0476190476190477,4024910,4024910,1.0,0.060104,TRUE,AG
123,MultiCrashLeafsetExtension-PT-S24C02,8,0.57,0.54,1.0555555555555554,91604,91604,1.0,0.103394,FALSE,EF
339,DNAwalker-PT-06track28RL,12,140.46,132.52,1.0599154844551766,142843408,142843408,1.0,0.000535,TRUE,AG
336,DNAwalker-PT-05track28LR,7,42.77,40.22,1.06340129288911,213528706,213528706,1.0,0.000752,FALSE,AG
98,MultiCrashLeafsetExtension-PT-S16C03,14,0.63,0.59,1.0677966101694916,226834,226834,1.0,0.032612,TRUE,AG
176,ServersAndClients-PT-100160,13,0.52,0.48,1.0833333333333335,16363,16363,1.0,0.224951,TRUE,EF
67,MultiCrashLeafsetExtension-PT-S32C02,1,2.03,1.87,1.085561497326203,211980,211980,1.0,0.339165,FALSE,EF
62,MultiCrashLeafsetExtension-PT-S32C02,6,7.02,6.44,1.0900621118012421,211977,211977,1.0,0.34548,FALSE,EF
214,PhilosophersDyn-PT-20,2,0.57,0.52,1.096153846153846,12961311,12961311,1.0,0.865921,FALSE,EF
368,ASLink-PT-01a,12,3.85,3.51,1.096866096866097,35136997,35136997,1.0,0.002727,FALSE,AG
116,MultiCrashLeafsetExtension-PT-S16C07,14,0.54,0.49,1.1020408163265307,22699508,22699508,1.0,0.098767,FALSE,EF
57,MultiCrashLeafsetExtension-PT-S32C02,12,1.9,1.72,1.1046511627906976,211962,211962,1.0,0.355012,TRUE,AG
280,PhilosophersDyn-PT-20,16,0.84,0.76,1.1052631578947367,12961311,12961311,1.0,0.957235,TRUE,EF
69,MultiCrashLeafsetExtension-PT-S24C04,15,0.63,0.57,1.105263157894737,8416827,8416827,1.0,0.222905,TRUE,AG
60,MultiCrashLeafsetExtension-PT-S32C02,8,8.34,7.51,1.1105193075898803,212375,212375,1.0,0.341886,FALSE,EF
253,PolyORBLF-PT-S02J06T06,3,1.29,1.16,1.1120689655172415,67434205,67434205,1.0,0.003342,FALSE,AG
72,MultiCrashLeafsetExtension-PT-S32C02,11,4.52,4.05,1.1160493827160494,211962,211962,1.0,0.342818,TRUE,AG
120,MultiCrashLeafsetExtension-PT-S16C07,9,0.56,0.5,1.12,22693647,22693647,1.0,0.099983,FALSE,EF
26,MultiCrashLeafsetExtension-PT-S24C04,8,1.72,1.53,1.1241830065359477,8413322,8413322,1.0,0.229258,TRUE,AG
518,BusinessProcesses-PT-07,7,17.38,15.12,1.1494708994708995,114301697,114128641,1.0015163240224687,0.000615,FALSE,AG
261,PolyORBLF-PT-S02J06T06,12,0.56,0.48,1.1666666666666667,67434205,67434205,1.0,0.003324,TRUE,EF
46,MultiCrashLeafsetExtension-PT-S32C03,6,2.19,1.87,1.1711229946524062,3388041,3388041,1.0,0.519168,FALSE,AG
184,TokenRing-PT-010,14,0.75,0.64,1.171875,294051,294051,1.0,0.001193,FALSE,AG
37,MultiCrashLeafsetExtension-PT-S24C02,11,3.28,2.79,1.1756272401433692,91658,91658,1.0,0.103185,TRUE,AG
17,MultiCrashLeafsetExtension-PT-S24C04,4,1.06,0.9,1.1777777777777778,8415998,8415998,1.0,0.221626,TRUE,AG
244,NeighborGrid-PT-d5n4m1t35,7,3.17,2.63,1.2053231939163498,200280065,200280065,1.0,300.0,FALSE,AG
205,ServersAndClients-PT-400080,9,0.86,0.71,1.2112676056338028,32884,32884,1.0,0.667953,FALSE,EF
357,BridgeAndVehicles-PT-V20P10N20,1,0.5,0.41,1.2195121951219512,31773043,31773043,1.0,0.006584,FALSE,EF
268,PhilosophersDyn-PT-20,11,0.62,0.5,1.24,12961311,12961311,1.0,0.948646,FALSE,EF
42,MultiCrashLeafsetExtension-PT-S32C03,10,2.49,1.97,1.2639593908629443,3388869,3388869,1.0,0.520814,FALSE,AG
110,MultiCrashLeafsetExtension-PT-S32C03,11,4.45,3.52,1.2642045454545454,3387772,3387772,1.0,0.526759,FALSE,EF
122,MultiCrashLeafsetExtension-PT-S16C07,6,1.37,1.08,1.2685185185185186,22695619,22695619,1.0,0.099448,TRUE,EF
540,UtahNoC-PT-none,13,136.58,106.45,1.2830436824800378,144644737,81135725,1.7827502866339089,0.006224,FALSE,AG
55,MultiCrashLeafsetExtension-PT-S32C02,13,0.69,0.53,1.3018867924528301,212030,212030,1.0,0.340526,TRUE,AG
257,PolyORBLF-PT-S02J06T06,7,0.9,0.69,1.3043478260869568,67852165,67852165,1.0,0.003329,TRUE,EF
63,MultiCrashLeafsetExtension-PT-S32C02,5,4.54,3.47,1.3083573487031699,211962,211962,1.0,0.34443,FALSE,EF
238,NeighborGrid-PT-d5n4m1t35,9,4.53,3.46,1.3092485549132948,200280065,200280065,1.0,300.0,TRUE,EF
522,ASLink-PT-01a,5,1.14,0.87,1.3103448275862069,47479739,47349724,1.0027458449388216,0.001634,TRUE,AG
240,NeighborGrid-PT-d5n4m1t35,13,3.95,3.01,1.3122923588039868,200280065,200280065,1.0,300.0,TRUE,EF
349,BridgeAndVehicles-PT-V20P10N50,7,1.46,1.1,1.3272727272727272,31785879,31785879,1.0,0.071723,TRUE,AG
193,SharedMemory-PT-000050,5,0.56,0.41,1.3658536585365855,4901,4901,1.0,0.313394,TRUE,AG
59,MultiCrashLeafsetExtension-PT-S32C02,9,0.89,0.64,1.390625,212043,212043,1.0,0.356896,FALSE,EF
239,NeighborGrid-PT-d5n4m1t35,12,5.1,3.64,1.401098901098901,200280065,200280065,1.0,300.0,TRUE,EF
29,MultiCrashLeafsetExtension-PT-S24C03,3,5.25,3.65,1.4383561643835616,1100227,1100227,1.0,0.152947,TRUE,AG
371,BridgeAndVehicles-PT-V20P20N20,11,2.04,1.38,1.4782608695652175,4123042,4123042,1.0,0.01521,FALSE,AG
139,MultiCrashLeafsetExtension-PT-S16C07,4,0.61,0.41,1.4878048780487805,22686083,22686083,1.0,0.099754,FALSE,EF
140,MultiCrashLeafsetExtension-PT-S24C02,4,1.78,1.1,1.6181818181818182,91653,91653,1.0,0.102608,TRUE,AG
539,CloudDeployment-PT-4a,16,9.07,5.54,1.6371841155234657,9710086,5499474,1.7656390411155685,0.0051,TRUE,AG
28,MultiCrashLeafsetExtension-PT-S24C03,4,1.06,0.63,1.6825396825396826,1097216,1097216,1.0,0.155291,FALSE,AG
541,CloudDeployment-PT-5a,10,120.76,67.23,1.796221924735981,463833046,229431505,2.0216623954935917,0.006772,TRUE,EF
44,MultiCrashLeafsetExtension-PT-S32C03,8,1.74,0.92,1.891304347826087,3388012,3388012,1.0,0.512751,FALSE,EF
529,ASLink-PT-01b,1,4.17,2.17,1.9216589861751152,53044546,51732664,1.025358871911178,0.002333,FALSE,AG
134,MultiCrashLeafsetExtension-PT-S16C06,8,0.61,0.28,2.1785714285714284,10763721,10763721,1.0,0.078042,TRUE,AG
546,CloudDeployment-PT-2b,5,0.62,0.26,2.3846153846153846,17770126,5062042,3.5104659344983706,0.004216,FALSE,AG
530,ASLink-PT-01b,15,0.74,0.31,2.3870967741935485,136141919,131438923,1.0357808470478718,0.00297,TRUE,AG
54,MultiCrashLeafsetExtension-PT-S32C02,14,1.46,0.61,2.3934426229508197,211962,211962,1.0,0.344662,FALSE,EF
521,ASLink-PT-01a,7,2.56,1.03,2.4854368932038833,35551509,35454491,1.0027364093310491,0.002723,TRUE,AG
533,ASLink-PT-01b,5,2.9,1.16,2.5,46020435,44131183,1.042809910624875,0.002956,FALSE,AG
202,ServersAndClients-PT-200320,11,0.51,0.18,2.8333333333333335,2207,2207,1.0,90.6089,FALSE,EF
552,CloudReconfiguration-PT-310,2,1.79,0.46,3.891304347826087,9214661,1107099,8.323249320973101,0.023083,FALSE,EF
143,ServersAndClients-PT-100040,16,0.54,0.13,4.153846153846154,806,806,1.0,0.229849,TRUE,AG
551,CloudReconfiguration-PT-305,2,1.33,0.29,4.586206896551725,4581864,560494,8.174688756703908,0.030176,TRUE,AG
183,TokenRing-PT-015,6,0.98,0.21,4.666666666666667,265182781,265182781,1.0,0.00505,FALSE,EF
199,ServersAndClients-PT-200160,11,0.68,0.14,4.857142857142857,1405,1405,1.0,21.7762,TRUE,AG
554,CloudReconfiguration-PT-306,15,1.51,0.31,4.870967741935484,1592715,175837,9.05790590148831,0.031059,TRUE,AG
200,ServersAndClients-PT-200160,12,0.69,0.14,4.928571428571428,802,802,1.0,22.5983,FALSE,EF
201,ServersAndClients-PT-100160,14,0.6,0.12,5.0,907,907,1.0,5.06107,TRUE,EF
558,CloudReconfiguration-PT-401,9,22.61,4.25,5.32,676642198,45914519,14.73699850803185,0.084892,FALSE,AG
209,ServersAndClients-PT-200320,13,0.64,0.12,5.333333333333334,1807,1807,1.0,91.1152,FALSE,EF
207,ServersAndClients-PT-400160,7,0.59,0.11,5.363636363636363,4409,4409,1.0,85.3708,FALSE,EF
195,ServersAndClients-PT-100160,16,0.55,0.1,5.5,907,907,1.0,5.05584,FALSE,EF
233,NQueens-PT-30,1,1.07,0.19,5.631578947368421,2,2,1.0,0.001621,FALSE,EF
194,SharedMemory-PT-000020,16,0.57,0.1,5.699999999999999,167,167,1.0,0.006128,TRUE,AG
553,CloudReconfiguration-PT-310,5,13.85,2.29,6.048034934497816,10781189,1286932,8.377434860583154,0.039864,TRUE,AG
542,CloudDeployment-PT-5a,1,0.82,0.12,6.833333333333333,277793213,120911751,2.2974873054315457,0.006831,FALSE,EF
182,TokenRing-PT-015,10,0.62,0.09,6.888888888888889,265182781,265182781,1.0,0.005076,TRUE,AG
555,CloudReconfiguration-PT-303,13,1.46,0.2,7.3,1251141,127025,9.849565046250738,0.030498,FALSE,EF
556,CloudReconfiguration-PT-311,7,3.61,0.44,8.204545454545455,2812376,273198,10.29427741052277,0.032629,FALSE,EF
557,CloudReconfiguration-PT-314,2,6.74,0.82,8.219512195121952,5689606,538347,10.568659247659966,0.036516,TRUE,AG
177,ServersAndClients-PT-100160,15,0.51,0.06,8.5,1512,1512,1.0,4.73834,TRUE,AG
380,CloudOpsManagement-PT-00005by00002,1,0.69,0.08,8.625,3835087,3835087,1.0,6.9e-05,TRUE,AG
198,ServersAndClients-PT-200080,14,0.53,0.06,8.833333333333334,1606,1606,1.0,4.78978,TRUE,AG
206,ServersAndClients-PT-400080,11,0.51,0.05,10.2,1602,1602,1.0,22.3708,TRUE,AG
196,ServersAndClients-PT-100320,14,0.92,0.09,10.222222222222223,1109,1109,1.0,21.8737,TRUE,EF
548,CloudDeployment-PT-6a,1,0.76,0.07,10.857142857142856,174311315,40133391,4.343298950243203,0.012074,TRUE,AG
559,HealthRecord-PT-07,9,4.15,0.14,29.642857142857142,13204078,118548,111.38170192664575,0.003561,FALSE,AG
561,HealthRecord-PT-10,12,4.5,0.14,32.14285714285714,846671867,159651,5303.266919718636,0.002274,FALSE,AG
547,CloudDeployment-PT-2b,14,0.75,0.02,37.5,9745796,2713480,3.591622565856391,0.004243,TRUE,EF
550,CloudReconfiguration-PT-302,8,2.68,0.06,44.66666666666667,6291726,864589,7.277129364356937,0.030194,FALSE,AG
232,NQueens-PT-20,1,1.06,0.02,53.0,123,123,1.0,0.000657,TRUE,EF
560,HealthRecord-PT-07,14,3.8,0.06,63.333333333333336,56294869,383089,146.9498445530934,0.002349,TRUE,EF
166,ServersAndClients-PT-100080,13,0.78,0.01,78.0,402,402,1.0,1.24939,FALSE,EF
543,ShieldRVt-PT-004B,2,10.01,0.01,1001.0,31245062,13206915,2.365810789272135,0.000381,FALSE,EF
