,model name,query index,base-rules@verification time,with-r-last@verification time,veri time ratio,base-rules@state space size,with-r-last@state space size,state space ratio,net size,with-r-last@reduce time,base-rules@answer
8677,GPUForwardProgress-PT-04b,1,0.02,0.05,0.39999999999999997,10723,7454,1.4385564797424202,229,0.000382,TRUE
8678,IBM5964-PT-none,3,0.03,0.2,0.15,62,43,1.441860465116279,402,0.00083,TRUE
8679,CloudDeployment-PT-2a,3,0.05,0.1,0.5,1769,1226,1.4429037520391517,243,0.001105,FALSE
8680,CloudReconfiguration-PT-306,3,0.02,0.36,0.05555555555555556,439,297,1.4781144781144782,5678,0.019504,FALSE
8681,BusinessProcesses-PT-04,6,0.01,0.23,0.043478260869565216,278875,188476,1.479631358899807,571,0.000645,TRUE
8682,UtilityControlRoom-PT-Z2T4N02,16,0.04,0.24,0.16666666666666669,1705,1145,1.4890829694323144,92,0.000129,FALSE
8683,ShieldRVt-PT-002B,12,0.09,0.05,1.7999999999999998,3081,2065,1.4920096852300242,206,0.000223,TRUE
8684,ShieldRVt-PT-002B,14,0.01,0.01,1.0,3081,2065,1.4920096852300242,206,0.000227,FALSE
8685,ShieldRVt-PT-005B,11,30.05,30.1,0.9983388704318936,189465601,126842881,1.4937030719130386,506,0.00054,FALSE
8686,ShieldRVt-PT-003B,16,0.08,0.06,1.3333333333333335,122369,81921,1.493743972851894,306,0.000321,FALSE
8687,DiscoveryGPU-PT-06b,2,0.03,0.27,0.1111111111111111,3283725,2197689,1.4941718323202235,378,0.000504,TRUE
8688,CloudDeployment-PT-3a,2,0.03,0.01,3.0,379199,253396,1.4964679789736224,412,0.002492,FALSE
8689,Raft-PT-02,3,0.07,0.3,0.23333333333333336,12828,8560,1.4985981308411216,80,0.000184,FALSE
8690,Raft-PT-02,8,0.01,0.02,0.5,12827,8559,1.4986563850917163,80,0.000178,FALSE
8691,GPUForwardProgress-PT-04b,7,0.01,0.12,0.08333333333333334,18,12,1.5,229,0.000345,FALSE
8692,ShieldPPPt-PT-002B,10,0.02,0.07,0.2857142857142857,185644801,123072001,1.508424332842366,304,0.000414,FALSE
8693,CloudDeployment-PT-3a,12,0.01,0.03,0.33333333333333337,356628,236367,1.5087892979984516,412,0.002239,TRUE
8694,ShieldPPPt-PT-001B,7,0.01,0.08,0.125,87482,57650,1.517467476149176,155,0.000197,TRUE
8695,FMS-PT-00002,6,0.02,0.17,0.11764705882352941,3011,1982,1.5191725529767912,42,6.2e-05,FALSE
8696,BART-PT-005,13,0.03,0.19,0.15789473684210525,298513,196057,1.5225827182911091,1880,0.005068,FALSE
8697,IBM703-PT-none,10,0.01,0.43,0.023255813953488372,32,21,1.5238095238095237,546,0.001284,TRUE
8698,ShieldPPPt-PT-002B,16,0.01,0.14,0.07142857142857142,173638081,113400001,1.5311999953156967,304,0.000398,FALSE
8699,ShieldIIPt-PT-001B,5,0.01,0.1,0.09999999999999999,6261,4077,1.5356880058866813,141,0.000197,FALSE
8700,ShieldRVt-PT-005B,4,0.01,0.02,0.5,405749379,264208177,1.535718476268053,506,0.000544,FALSE
8701,UtilityControlRoom-PT-Z2T4N02,1,0.05,0.08,0.625,1353,877,1.5427594070695554,92,0.000115,FALSE
8702,UtahNoC-PT-none,9,0.01,0.02,0.5,153932089,99745895,1.5432423459632099,1193,0.005169,FALSE
8703,ShieldRVt-PT-004B,5,0.01,0.07,0.14285714285714285,3168257,2052097,1.5439119105968189,406,0.000418,TRUE
8704,ShieldRVt-PT-004B,14,0.06,0.17,0.3529411764705882,1581057,1024001,1.5439994687505187,406,0.000412,FALSE
8705,ShieldPPPt-PT-002B,11,0.03,0.1,0.3,590232067,382231555,1.5441740988652808,304,0.000341,TRUE
8706,ShieldRVt-PT-003B,13,0.02,0.11,0.18181818181818182,182779,118235,1.5458958853131475,306,0.000462,FALSE
8707,ShieldIIPt-PT-002B,15,0.01,0.1,0.09999999999999999,2409951,1557535,1.5472852937494181,276,0.000386,TRUE
8708,CloudDeployment-PT-3a,3,0.02,0.1,0.19999999999999998,303593,195887,1.5498374062597313,412,0.002342,FALSE
8709,CloudDeployment-PT-3a,8,0.01,0.12,0.08333333333333334,303593,195887,1.5498374062597313,412,0.002348,FALSE
8710,DLCshifumi-PT-3a,14,0.02,0.11,0.18181818181818182,520994,335702,1.5519538161822093,3641,0.020812,TRUE
8711,ShieldIIPt-PT-002B,8,0.06,0.15,0.4,44982401,28965569,1.5529610690540896,276,0.000266,FALSE
8712,UtilityControlRoom-PT-Z2T3N06,16,0.08,0.16,0.5,25879033,16660441,1.553322207977568,268,0.000408,FALSE
8713,LeafsetExtension-PT-S16C3,5,0.03,0.14,0.21428571428571425,56939,36634,1.5542665283616313,2991,0.005686,FALSE
8714,ShieldIIPt-PT-002B,1,0.02,0.07,0.2857142857142857,11641384,7487880,1.554696923561809,276,0.000316,FALSE
8715,CloudDeployment-PT-4a,3,0.04,0.04,1.0,9812556,6304795,1.5563640054910588,616,0.004367,FALSE
8716,Raft-PT-02,12,0.05,0.12,0.4166666666666667,10993,7008,1.5686358447488584,80,0.00018,FALSE
8717,Raft-PT-02,5,0.01,0.04,0.25,10993,7008,1.5686358447488584,80,0.000174,FALSE
8718,IBM703-PT-none,12,0.05,0.24,0.20833333333333334,22,14,1.5714285714285714,546,0.000839,FALSE
8719,ShieldRVt-PT-001B,8,0.02,0.06,0.33333333333333337,333,211,1.5781990521327014,106,0.000116,FALSE
8720,BusinessProcesses-PT-11,15,0.06,0.39,0.15384615384615383,153900,97390,1.5802443782729232,1075,0.001111,TRUE
8721,Raft-PT-02,6,0.01,0.1,0.09999999999999999,16354,10324,1.5840759395583108,80,0.000168,FALSE
8722,ShieldRVt-PT-002B,3,0.02,0.01,2.0,4691,2955,1.5874788494077834,206,0.000233,FALSE
8723,ShieldRVt-PT-002B,2,0.01,0.05,0.19999999999999998,35371,22131,1.59825584022412,206,0.000191,FALSE
8724,ShieldIIPt-PT-001B,7,0.01,0.03,0.33333333333333337,50123,31358,1.598411888513298,141,0.000193,FALSE
8725,CloudDeployment-PT-3a,13,0.09,0.15,0.6,50290,31219,1.6108779909670392,412,0.00257,FALSE
8726,BusinessProcesses-PT-09,5,0.05,0.49,0.10204081632653061,62417630,38152840,1.635989090196169,777,0.000919,TRUE
8727,Raft-PT-03,5,0.03,0.02,1.5,78340770,47826505,1.6380199640345872,151,0.000379,FALSE
8728,Raft-PT-03,9,0.03,0.1,0.3,78340770,47826505,1.6380199640345872,151,0.000368,TRUE
8729,Raft-PT-03,11,0.05,0.11,0.4545454545454546,65196258,39643428,1.6445666101327059,151,0.000361,FALSE
8730,Raft-PT-03,12,0.07,0.03,2.3333333333333335,65196257,39643427,1.6445666263918102,151,0.00035,FALSE
8731,Raft-PT-03,15,0.03,0.04,0.75,65196257,39643427,1.6445666263918102,151,0.000347,TRUE
8732,CloudDeployment-PT-4a,6,0.02,0.1,0.19999999999999998,10868925,6590966,1.6490640370470733,616,0.004329,TRUE
8733,UtahNoC-PT-none,12,0.03,0.26,0.11538461538461538,172371001,104250887,1.6534247905248038,1193,0.005588,FALSE
8734,MAPK-PT-00008,7,0.02,0.43,0.046511627906976744,78948889,47392609,1.665848128344232,52,4.9e-05,TRUE
8735,MAPK-PT-00008,4,0.01,0.13,0.07692307692307693,78948889,47392609,1.665848128344232,52,5.1e-05,TRUE
8736,GPUForwardProgress-PT-08b,9,0.01,0.14,0.07142857142857142,2951794,1761465,1.675760801378398,385,0.000499,TRUE
8737,GPUForwardProgress-PT-24b,5,0.08,0.71,0.11267605633802817,785,466,1.684549356223176,1009,0.001882,FALSE
8738,CloudDeployment-PT-3a,15,0.02,0.08,0.25,45424,26944,1.6858669833729216,412,0.002899,FALSE
8739,CloudDeployment-PT-4a,1,0.04,0.26,0.15384615384615385,10989998,6517552,1.6862156220617803,616,0.00448,TRUE
8740,CloudDeployment-PT-4a,8,0.02,0.04,0.5,11031952,6529314,1.6896035326222631,616,0.00448,TRUE
8741,GPUForwardProgress-PT-32b,11,0.06,0.76,0.07894736842105263,96526,57115,1.690028889083428,1321,0.002102,FALSE
8742,IBMB2S565S3960-PT-none,9,0.01,0.07,0.14285714285714285,119856,70718,1.6948443112078961,452,0.000794,TRUE
8743,CloudDeployment-PT-4a,15,0.02,0.03,0.6666666666666667,12451550,7323244,1.7002779096258434,616,0.004511,TRUE
8744,ShieldRVt-PT-001B,16,0.01,0.02,0.5,1430,828,1.7270531400966183,106,0.000146,TRUE
8745,ShieldPPPt-PT-001B,14,0.02,0.14,0.14285714285714285,2910601,1666637,1.7463916857720068,155,0.000193,FALSE
8746,ShieldRVt-PT-001B,10,0.01,0.09,0.11111111111111112,315,180,1.75,106,0.000152,TRUE
8747,BusinessProcesses-PT-19,11,0.1,0.39,0.25641025641025644,7050889,4023455,1.7524463427576549,1457,0.001385,TRUE
8748,CloudDeployment-PT-4a,16,9.07,5.54,1.6371841155234657,9710086,5499474,1.7656390411155685,616,0.004334,TRUE
8749,UtahNoC-PT-none,15,0.01,0.13,0.07692307692307693,160368507,90764443,1.7668648834213636,1193,0.006321,FALSE
8750,UtahNoC-PT-none,4,0.02,0.02,1.0,165396269,93565883,1.7676984783011132,1193,0.005549,TRUE
8751,BusinessProcesses-PT-18,3,0.12,0.43,0.27906976744186046,2840001,1593143,1.782640353063096,1359,0.001273,FALSE
8752,UtahNoC-PT-none,13,136.58,106.73,1.2796776913707486,144644737,81135725,1.7827502866339089,1193,0.005064,FALSE
8753,CloudDeployment-PT-3a,9,0.02,0.06,0.33333333333333337,34274,19206,1.784546495886702,412,0.002289,FALSE
8754,UtahNoC-PT-none,6,0.03,0.02,1.5,144618529,81015547,1.7850713147687567,1193,0.005032,FALSE
8755,UtahNoC-PT-none,14,0.03,0.03,1.0,207456277,115053297,1.8031319606599365,1193,0.00645,FALSE
8756,CloudDeployment-PT-3a,6,0.02,0.06,0.33333333333333337,51281,28331,1.810066711376231,412,0.00265,TRUE
8757,CloudDeployment-PT-4a,7,0.03,0.1,0.3,12101554,6667758,1.8149359949776223,616,0.004157,FALSE
8758,CloudDeployment-PT-4a,14,0.04,0.1,0.39999999999999997,12101554,6667758,1.8149359949776223,616,0.004138,FALSE
8759,IBM703-PT-none,6,0.02,0.28,0.07142857142857142,20,11,1.8181818181818181,546,0.000841,FALSE
8760,HealthRecord-PT-16,14,0.01,0.19,0.05263157894736842,189640,104183,1.8202585834541143,1047,0.001827,FALSE
8761,CloudDeployment-PT-3a,4,0.01,0.01,1.0,47694,26115,1.8263067202757035,412,0.002477,FALSE
8762,BusinessProcesses-PT-09,16,0.02,0.41,0.04878048780487805,10706848,5853572,1.8291135737289983,777,0.000815,FALSE
8763,CloudDeployment-PT-4a,9,0.02,0.14,0.14285714285714285,10364377,5546777,1.8685404154520724,616,0.004241,FALSE
8764,CloudReconfiguration-PT-303,12,0.02,0.08,0.25,990,528,1.875,5678,0.02003,FALSE
8765,UtahNoC-PT-none,1,0.05,0.17,0.29411764705882354,269858477,143871073,1.875696562018412,1193,0.007502,TRUE
8766,BusinessProcesses-PT-07,16,0.02,0.43,0.046511627906976744,5153569,2737319,1.8827067652692289,746,0.000879,TRUE
8767,CloudDeployment-PT-4a,4,0.03,0.09,0.3333333333333333,9710086,5145002,1.8872851750106219,616,0.00443,FALSE
8768,ShieldRVt-PT-001B,1,0.04,0.19,0.21052631578947367,1008,532,1.894736842105263,106,0.000138,TRUE
8769,CloudDeployment-PT-3a,14,0.02,0.01,2.0,41574,21924,1.8962780514504654,412,0.002438,TRUE
8770,CloudDeployment-PT-3a,10,0.06,0.04,1.5,41674,21973,1.8966003731852727,412,0.00241,FALSE
8771,ShieldPPPt-PT-001B,11,0.02,0.14,0.14285714285714285,218083,114755,1.9004226395364037,155,0.000209,FALSE
8772,CloudDeployment-PT-3a,5,0.02,0.01,2.0,37924,19630,1.931940906775344,412,0.002349,FALSE
8773,CloudDeployment-PT-3a,16,0.03,0.13,0.23076923076923075,38124,19728,1.9324817518248176,412,0.002372,TRUE
8774,CloudDeployment-PT-5a,8,0.02,0.25,0.08,284666292,146401047,1.9444279793982622,855,0.007299,FALSE
8775,CloudDeployment-PT-5a,4,0.05,0.23,0.21739130434782608,414456319,212858864,1.9470944794669205,855,0.007202,FALSE
8776,UtahNoC-PT-none,10,0.03,0.35,0.08571428571428572,173348615,88493574,1.9588836473030233,1193,0.005405,TRUE
8777,UtahNoC-PT-none,5,0.07,0.03,2.3333333333333335,174385203,88875835,1.9621216835824946,1193,0.005638,FALSE
8778,UtahNoC-PT-none,7,0.06,0.03,2.0,136742305,69682258,1.9623690294307052,1193,0.005087,FALSE
8779,UtahNoC-PT-none,2,0.03,0.02,1.5,144618529,73372509,1.9710179053574413,1193,0.005078,FALSE
8780,UtahNoC-PT-none,11,0.24,0.32,0.75,144618529,73372509,1.9710179053574413,1193,0.005153,FALSE
8781,CloudDeployment-PT-5a,12,0.05,0.23,0.21739130434782608,367348633,186094280,1.9739920700410567,855,0.007709,TRUE
8782,Angiogenesis-PT-01,14,0.01,0.2,0.049999999999999996,245,123,1.991869918699187,103,0.000238,FALSE
8783,CloudDeployment-PT-3a,7,0.02,0.03,0.6666666666666667,49044,24572,1.995930327201693,412,0.002343,FALSE
8784,CloudDeployment-PT-5a,6,0.03,0.19,0.15789473684210525,295844205,148144000,1.9970042998703963,855,0.007372,FALSE
8785,GPUForwardProgress-PT-04b,2,0.02,0.16,0.125,19348,9680,1.9987603305785124,229,0.000358,FALSE
8786,Raft-PT-03,4,0.06,0.02,3.0,78340770,38963518,2.0106184970258587,151,0.000369,FALSE
8787,CloudDeployment-PT-5a,5,0.08,0.23,0.34782608695652173,334633459,165953188,2.016432844905637,855,0.007901,FALSE
8788,GPUForwardProgress-PT-08b,2,0.01,0.17,0.058823529411764705,2492597,1234018,2.0199032753168917,385,0.000506,FALSE
8789,CloudDeployment-PT-5a,10,120.76,70.96,1.7018038331454344,463833046,229431505,2.0216623954935917,855,0.007438,TRUE
8790,ShieldRVt-PT-005B,12,0.03,0.02,1.5,780611627,385077291,2.02715570417784,506,0.000538,FALSE
8791,Raft-PT-03,3,0.05,0.17,0.29411764705882354,152590849,74966187,2.0354623211662077,151,0.000361,FALSE
8792,ShieldPPPt-PT-002B,6,0.01,0.12,0.08333333333333334,502330401,244966529,2.05060831392194,304,0.000445,FALSE
8793,ShieldRVt-PT-005B,8,0.02,0.01,2.0,85196879,41418805,2.056961300549352,506,0.00051,TRUE
8794,ShieldRVt-PT-004B,12,0.02,0.04,0.5,31766727,15371389,2.066613954015476,406,0.000447,FALSE
8795,ShieldRVt-PT-003B,4,0.01,0.02,0.5,398928,192805,2.0690749721220922,306,0.00034,FALSE
8796,UtahNoC-PT-none,8,0.03,0.02,1.5,252233153,121893202,2.0692963090755465,1193,0.006965,TRUE
8797,CloudDeployment-PT-2b,9,0.03,0.02,1.5,39588727,19007631,2.0827807000251637,1240,0.004317,FALSE
8798,ShieldRVt-PT-003B,10,0.01,0.03,0.33333333333333337,1240065,589313,2.1042552938760894,306,0.000336,FALSE
8799,Raft-PT-03,10,0.06,0.07,0.857142857142857,65196258,30780441,2.118106689894404,151,0.000376,FALSE
8800,Raft-PT-03,14,0.01,0.53,0.018867924528301886,65196258,30780441,2.118106689894404,151,0.000369,FALSE
8801,Raft-PT-03,8,0.03,0.17,0.1764705882352941,65196257,30780440,2.1181067262196382,151,0.000341,TRUE
8802,ShieldRVt-PT-002B,16,0.01,0.01,1.0,42705,19657,2.1725085211375084,206,0.000243,TRUE
8803,ShieldPPPt-PT-001B,8,0.01,0.21,0.04761904761904762,39873,18263,2.183266714121448,155,0.000234,FALSE
8804,Angiogenesis-PT-01,13,0.01,0.27,0.037037037037037035,219,100,2.19,103,0.000194,TRUE
8805,CloudDeployment-PT-4a,5,0.01,0.09,0.11111111111111112,934673,422004,2.214843935128577,616,0.004467,FALSE
8806,CloudReconfiguration-PT-306,14,0.01,0.26,0.038461538461538464,582,261,2.2298850574712645,5678,0.023835,TRUE
8807,CloudDeployment-PT-4a,11,0.06,0.09,0.6666666666666666,708879,315825,2.2445309902635953,616,0.004246,FALSE
8808,CloudDeployment-PT-5a,7,0.03,0.25,0.12,315482544,140189721,2.250397117203764,855,0.007616,TRUE
8809,UtilityControlRoom-PT-Z2T3N04,3,0.01,0.04,0.25,1252181,555669,2.253465642315839,180,0.00026,FALSE
8810,GPUForwardProgress-PT-04b,3,0.07,0.13,0.5384615384615385,33769,14865,2.2717120753447695,229,0.000345,TRUE
8811,ShieldRVt-PT-001B,7,0.01,0.02,0.5,1773,780,2.273076923076923,106,0.000129,FALSE
8812,CloudDeployment-PT-4a,2,0.01,0.04,0.25,1007339,442403,2.2769714491086184,616,0.004608,FALSE
8813,BART-PT-002,10,0.06,0.1,0.6,57,25,2.28,878,0.002854,FALSE
8814,CloudDeployment-PT-5a,13,0.03,0.08,0.375,286709343,124875995,2.295952420639371,855,0.007628,FALSE
8815,CloudDeployment-PT-5a,1,0.82,0.08,10.25,277793213,120911751,2.2974873054315457,855,0.007491,FALSE
8816,ShieldIIPt-PT-001B,15,0.01,0.21,0.04761904761904762,1497,644,2.3245341614906834,141,0.000206,FALSE
8817,ShieldRVt-PT-004B,16,0.05,0.07,0.7142857142857143,42798304,18391600,2.327057134778921,406,0.000456,TRUE
8818,ShieldRVt-PT-005B,1,0.04,0.25,0.16,76977921,33019649,2.3312761743772623,506,0.000525,FALSE
8819,ShieldRVt-PT-005B,13,0.11,0.02,5.5,142221313,60948481,2.3334677200568787,506,0.000531,FALSE
8820,GPUForwardProgress-PT-12b,13,0.0,0.16,0.0,282627218,120878733,2.338105396918745,541,0.000692,FALSE
8821,ShieldRVt-PT-003B,15,0.01,0.04,0.25,231169,98625,2.3439188846641317,306,0.000335,FALSE
8822,FMS-PT-00005,15,0.03,0.12,0.25,1724962,732862,2.3537337179441695,42,6.1e-05,TRUE
8823,ShieldRVt-PT-001B,11,0.02,0.13,0.15384615384615385,2374,1007,2.3574975173783517,106,0.000142,TRUE
8824,GPUForwardProgress-PT-40b,14,0.1,0.14,0.7142857142857143,36289,15391,2.3578065102982264,1633,0.002458,TRUE
8825,ShieldRVt-PT-004B,2,10.01,0.06,166.83333333333334,31245062,13206915,2.365810789272135,406,0.000477,FALSE
8826,ShieldRVt-PT-004B,6,0.01,0.03,0.33333333333333337,10022401,4208641,2.3813865330875217,406,0.000446,FALSE
8827,GPUForwardProgress-PT-40b,13,0.02,0.4,0.049999999999999996,13921,5806,2.3976920427144335,1633,0.002532,TRUE
8828,ShieldIIPt-PT-002B,5,0.02,0.02,1.0,33836407,14093607,2.4008337255324346,276,0.000398,FALSE
8829,CloudDeployment-PT-4a,12,0.03,0.02,1.5,581649,239847,2.4250834907253376,616,0.004226,FALSE
8830,ShieldRVt-PT-003B,12,0.05,0.02,2.5,334873,136189,2.458884344550588,306,0.000337,FALSE
8831,FMS-PT-00005,8,0.01,0.3,0.03333333333333333,28058,11327,2.4770901386068687,42,6.5e-05,TRUE
8832,CloudDeployment-PT-2b,2,0.13,0.29,0.4482758620689656,16323587,6565562,2.486243675712757,1240,0.004417,FALSE
8833,ShieldRVt-PT-002B,13,0.06,0.01,6.0,62127,24938,2.491258320635175,206,0.000262,FALSE
8834,ShieldRVt-PT-002B,11,0.03,0.0,inf,53803,21531,2.498862105800938,206,0.000212,FALSE
8835,IBM319-PT-none,3,0.06,0.31,0.1935483870967742,60,24,2.5,431,0.000888,TRUE
8836,IBM703-PT-none,8,0.09,0.14,0.6428571428571428,20,8,2.5,546,0.000938,FALSE
8837,UtilityControlRoom-PT-Z2T4N04,2,0.05,0.07,0.7142857142857143,308609,120961,2.551309926339895,180,0.00021,TRUE
8838,ShieldRVt-PT-001B,6,0.05,0.07,0.7142857142857143,1493,570,2.619298245614035,106,0.000141,FALSE
8839,CloudDeployment-PT-4a,10,0.08,0.03,2.666666666666667,640979,244690,2.619555355756263,616,0.004339,TRUE
8840,CloudReconfiguration-PT-303,11,0.09,0.08,1.125,1732,652,2.6564417177914113,5678,0.023139,FALSE
8841,FMS-PT-00010,8,0.04,0.06,0.6666666666666667,116265392,43604223,2.666379171577028,42,6.5e-05,FALSE
8842,GPUForwardProgress-PT-04b,12,0.01,0.22,0.045454545454545456,86110,32118,2.6810511239803225,229,0.000346,FALSE
8844,UtilityControlRoom-PT-Z2T3N04,5,0.01,0.03,0.33333333333333337,383937,142001,2.703762649558806,180,0.000217,TRUE
8843,UtilityControlRoom-PT-Z2T4N04,7,0.02,0.03,0.6666666666666667,383937,142001,2.703762649558806,180,0.000215,TRUE
8845,CloudDeployment-PT-4a,13,0.02,0.02,1.0,705649,254356,2.774257340105993,616,0.004216,FALSE
8846,ShieldRVt-PT-004B,4,0.01,0.06,0.16666666666666669,82800375,29362739,2.8199131899786325,406,0.000457,TRUE
8847,ERK-PT-000010,4,0.05,0.14,0.35714285714285715,372373,131891,2.823338969300407,22,3.3e-05,FALSE
8848,CloudDeployment-PT-2b,8,0.03,0.19,0.15789473684210525,19929090,7037001,2.8320430819890463,1240,0.005221,FALSE
8849,Angiogenesis-PT-01,6,0.02,0.07,0.2857142857142857,219,77,2.844155844155844,103,0.000269,FALSE
8850,ShieldRVt-PT-004B,9,0.01,0.02,0.5,5683393,1946433,2.9199016868291894,406,0.000429,FALSE
8851,CloudDeployment-PT-5a,16,0.06,0.28,0.21428571428571425,11824286,3931584,3.0075119849912912,855,0.007228,TRUE
8852,MAPK-PT-00008,8,0.01,0.01,1.0,78948889,26231455,3.009703007324603,52,7.1e-05,FALSE
8853,MAPK-PT-00008,11,0.02,0.16,0.125,78948889,26231455,3.009703007324603,52,8e-05,TRUE
8854,CloudDeployment-PT-5a,2,0.03,0.16,0.1875,9208026,3059245,3.009901462615776,855,0.007106,FALSE
8855,CloudDeployment-PT-2b,10,0.06,0.33,0.1818181818181818,20215168,6682444,3.0251159605677205,1240,0.005429,TRUE
8856,CloudDeployment-PT-2b,13,0.04,0.16,0.25,10968311,3552095,3.087842808258225,1240,0.004699,TRUE
8857,ShieldRVt-PT-002B,9,0.03,0.02,1.5,171059,54179,3.157293416268296,206,0.000235,FALSE
8858,ShieldPPPt-PT-002B,14,0.02,0.17,0.11764705882352941,458985077,144730057,3.171318290850946,304,0.00044,TRUE
8859,ShieldRVt-PT-003B,14,0.01,0.03,0.33333333333333337,596544,186343,3.2013222927611986,306,0.00034,TRUE
8860,CloudDeployment-PT-2b,1,0.07,0.14,0.5,8864944,2766559,3.204321324793724,1240,0.004579,FALSE
8861,ShieldPPPt-PT-001B,6,0.01,0.07,0.14285714285714285,95579,29823,3.204875431713778,155,0.000202,FALSE
8862,Angiogenesis-PT-01,12,0.02,0.33,0.06060606060606061,219,67,3.2686567164179103,103,0.000242,FALSE
8863,CloudDeployment-PT-2b,15,0.03,0.1,0.3,14466412,4382173,3.301196004813137,1240,0.005361,TRUE
8864,CloudDeployment-PT-5a,11,0.04,0.13,0.3076923076923077,12024806,3553586,3.3838511295350666,855,0.009102,FALSE
8865,CloudDeployment-PT-2b,6,0.02,0.12,0.16666666666666669,15458252,4549769,3.3975905150349393,1240,0.005056,FALSE
8866,CloudDeployment-PT-2b,3,0.05,0.06,0.8333333333333334,10221579,2987839,3.421060840292934,1240,0.004958,TRUE
8867,CloudDeployment-PT-5a,3,0.03,0.67,0.04477611940298507,11022546,3206947,3.4370839306044036,855,0.007272,TRUE
8868,ERK-PT-000001,8,0.01,0.19,0.05263157894736842,31,9,3.4444444444444446,22,4.9e-05,TRUE
8869,CloudDeployment-PT-2b,5,0.62,0.27,2.2962962962962963,17770126,5062042,3.5104659344983706,1240,0.005337,FALSE
8870,CloudDeployment-PT-5a,9,0.04,0.22,0.18181818181818182,10160286,2893922,3.5109052697342915,855,0.007314,TRUE
8871,CloudDeployment-PT-5a,15,0.03,0.12,0.25,10170286,2896323,3.511447445606032,855,0.008677,TRUE
8872,CloudDeployment-PT-5a,14,0.02,0.08,0.25,10170286,2896323,3.511447445606032,855,0.008724,FALSE
8873,MAPK-PT-00008,6,0.08,0.26,0.3076923076923077,78948889,22380609,3.527557672805061,52,5.3e-05,TRUE
8874,ShieldPPPt-PT-002B,5,0.01,0.36,0.02777777777777778,435740841,122875141,3.5462082684405627,304,0.000449,TRUE
8875,CloudDeployment-PT-2b,14,0.75,0.13,5.769230769230769,9745796,2713480,3.591622565856391,1240,0.005145,TRUE
8876,ShieldRVt-PT-002B,1,0.02,0.09,0.22222222222222224,17182,4781,3.5938088266053128,206,0.000269,FALSE
8877,Angiogenesis-PT-05,3,0.01,0.23,0.043478260869565216,469697371,130688163,3.5940314732253142,103,0.000164,TRUE
8878,ShieldRVt-PT-003B,5,0.01,0.04,0.25,2406782,660498,3.643889913368398,306,0.000371,FALSE
8879,ShieldRVt-PT-004B,13,0.01,0.07,0.14285714285714285,57888137,15793553,3.665301721531564,406,0.00046,FALSE
8880,CloudDeployment-PT-2b,11,0.06,0.04,1.5,7923696,2114887,3.746628543274416,1240,0.005342,FALSE
8881,CloudDeployment-PT-6a,9,0.12,0.06,2.0,193356793,51576525,3.748930215829779,1129,0.011591,FALSE
8882,CloudDeployment-PT-2b,4,0.09,0.04,2.25,6500994,1695183,3.8349806481070186,1240,0.004792,FALSE
8883,Angiogenesis-PT-01,16,0.01,0.32,0.03125,245,63,3.888888888888889,103,0.000245,FALSE
8884,UtilityControlRoom-PT-Z2T4N06,7,0.02,0.45,0.044444444444444446,232457737,57974101,4.009682478733047,268,0.000395,TRUE
8885,UtilityControlRoom-PT-Z2T4N06,1,0.17,0.17,1.0,232457737,57974101,4.009682478733047,268,0.000404,FALSE
8886,FMS-PT-00010,10,0.07,0.05,1.4000000000000001,2085065,516614,4.036021091182198,42,5.9e-05,FALSE
8887,IBMB2S565S3960-PT-none,6,0.01,0.36,0.02777777777777778,378997399,92792211,4.084366510029597,452,0.001099,FALSE
8888,UtilityControlRoom-PT-Z2T3N06,13,0.08,0.06,1.3333333333333335,39355821,9585701,4.105680012343385,268,0.000351,FALSE
8889,CloudDeployment-PT-6a,6,0.04,0.41,0.0975609756097561,167816949,40837705,4.1093628792313375,1129,0.011619,FALSE
8890,CloudDeployment-PT-2b,7,0.03,0.04,0.75,6252401,1520343,4.112493693857242,1240,0.004856,FALSE
8891,CloudDeployment-PT-6a,3,0.03,0.03,1.0,191494797,45216900,4.235027102698328,1129,0.014251,FALSE
8892,CloudDeployment-PT-6a,1,0.76,0.08,9.5,174311315,40133391,4.343298950243203,1129,0.011674,TRUE
8893,CloudReconfiguration-PT-318,2,0.09,0.19,0.47368421052631576,3334862,766786,4.349143046430164,5686,0.027659,FALSE
8894,CloudDeployment-PT-6a,14,0.04,0.03,1.3333333333333335,248081638,56774291,4.369612259887138,1129,0.014293,TRUE
8895,CloudDeployment-PT-6a,15,0.12,0.03,4.0,243800279,55711035,4.376157775564572,1129,0.011769,FALSE
8896,Angiogenesis-PT-05,1,0.05,0.78,0.06410256410256411,483778770,110194385,4.390230681899082,103,0.000208,FALSE
8897,CloudDeployment-PT-6a,2,0.04,0.05,0.7999999999999999,186074944,42287815,4.400202375081332,1129,0.011813,TRUE
8898,CloudDeployment-PT-2b,12,0.01,0.06,0.16666666666666669,6022086,1361214,4.42405529182039,1240,0.004916,FALSE
8899,ERK-PT-000001,13,0.01,0.14,0.07142857142857142,31,7,4.428571428571429,22,5.1e-05,FALSE
8900,UtilityControlRoom-PT-Z2T4N06,4,0.01,0.16,0.0625,46451329,10472701,4.435467889324826,268,0.00037,TRUE
8901,CloudDeployment-PT-6a,8,0.17,0.18,0.9444444444444445,154311315,33384626,4.622226859752749,1129,0.011584,FALSE
8902,UtilityControlRoom-PT-Z2T3N06,8,0.05,0.1,0.5,44629789,9612001,4.643131955562635,268,0.000309,FALSE
