,model name,query index,base-rules@verification time,with-r-last@verification time,veri time ratio,base-rules@state space size,with-r-last@state space size,state space ratio,net size,with-r-last@reduce time,base-rules@answer
5888,ARMCacheCoherence-PT-none,3,0.05,0.15,0.33333333333333337,136500801,136500801,1.0,33763,0.588346,FALSE
5874,ASLink-PT-01a,12,3.85,4.08,0.9436274509803921,35136997,35136997,1.0,1166,0.002691,FALSE
5872,AirplaneLD-PT-0010,2,0.02,0.25,0.08,45974,45974,1.0,177,0.000261,FALSE
5871,AirplaneLD-PT-0010,3,0.01,0.23,0.043478260869565216,2,2,1.0,177,0.000158,FALSE
5870,AirplaneLD-PT-0010,4,0.01,0.31,0.03225806451612903,5113,5113,1.0,177,0.00021,FALSE
5869,AirplaneLD-PT-0010,5,0.01,0.35,0.028571428571428574,23659,23659,1.0,177,0.00025,TRUE
5868,AirplaneLD-PT-0010,6,0.06,0.4,0.15,125596,125596,1.0,177,0.000218,FALSE
5867,AirplaneLD-PT-0010,7,0.02,0.11,0.18181818181818182,183665,183665,1.0,177,0.000158,TRUE
5866,AirplaneLD-PT-0010,8,0.05,1.11,0.04504504504504504,183665,183665,1.0,177,0.000163,FALSE
5865,AirplaneLD-PT-0010,9,0.03,0.19,0.15789473684210525,59409,59409,1.0,177,0.000244,TRUE
5864,AirplaneLD-PT-0010,10,0.02,0.03,0.6666666666666667,35043,35043,1.0,177,0.000237,FALSE
5863,AirplaneLD-PT-0010,11,0.01,0.06,0.16666666666666669,14,14,1.0,177,0.000175,TRUE
5862,AirplaneLD-PT-0050,12,0.01,0.06,0.16666666666666669,1,1,1.0,777,0.00081,FALSE
5861,AirplaneLD-PT-0050,13,0.05,0.1,0.5,6,6,1.0,777,0.000822,TRUE
5860,AirplaneLD-PT-0050,14,0.02,0.15,0.13333333333333333,1,1,1.0,777,0.000822,TRUE
5873,AirplaneLD-PT-0010,1,0.05,0.13,0.38461538461538464,183665,183665,1.0,177,0.000173,TRUE
5921,AirplaneLD-PT-0010,16,0.02,0.14,0.14285714285714285,171,171,1.0,177,0.000186,FALSE
5889,ARMCacheCoherence-PT-none,2,0.04,0.17,0.23529411764705882,125296001,125296001,1.0,33763,0.590901,FALSE
5891,AirplaneLD-PT-0010,13,0.09,0.53,0.16981132075471697,1,1,1.0,177,0.000152,TRUE
5919,AirplaneLD-PT-0020,2,0.02,0.17,0.11764705882352941,173349,173349,1.0,327,0.000498,FALSE
5918,AirplaneLD-PT-0020,3,0.01,0.21,0.04761904761904762,58188,58188,1.0,327,0.000642,TRUE
5917,AirplaneLD-PT-0020,4,0.01,0.32,0.03125,4358,4358,1.0,327,0.000516,FALSE
5916,AirplaneLD-PT-0020,5,0.0,0.22,0.0,1,1,1.0,327,0.000285,TRUE
5915,AirplaneLD-PT-0020,6,0.01,0.18,0.05555555555555556,2706,2706,1.0,327,0.00039,TRUE
5914,AirplaneLD-PT-0020,7,0.1,0.14,0.7142857142857143,1339105,1339105,1.0,327,0.000347,FALSE
5913,AirplaneLD-PT-0020,8,0.04,0.05,0.7999999999999999,1,1,1.0,327,0.000333,FALSE
5912,AirplaneLD-PT-0020,9,0.01,0.18,0.05555555555555556,1466,1466,1.0,327,0.000513,FALSE
5911,AirplaneLD-PT-0020,10,0.02,0.3,0.06666666666666667,243,243,1.0,327,0.000446,TRUE
5910,AirplaneLD-PT-0020,11,0.01,0.46,0.021739130434782608,112,112,1.0,327,0.000426,TRUE
5909,AirplaneLD-PT-0020,12,0.06,0.15,0.4,50,50,1.0,327,0.000422,TRUE
5908,AirplaneLD-PT-0020,14,0.07,0.02,3.5000000000000004,6,6,1.0,327,0.000296,FALSE
5907,AirplaneLD-PT-2000,12,0.05,0.18,0.2777777777777778,6,6,1.0,30027,0.846347,FALSE
5890,AirplaneLD-PT-0010,12,0.02,0.16,0.125,1,1,1.0,177,0.000155,FALSE
5906,AirplaneLD-PT-0020,15,0.07,0.21,0.33333333333333337,2,2,1.0,327,0.000287,TRUE
5904,AirplaneLD-PT-0050,1,0.04,0.4,0.09999999999999999,26,26,1.0,777,0.00085,TRUE
5903,AirplaneLD-PT-0050,2,0.01,0.29,0.03448275862068966,10,10,1.0,777,0.001112,TRUE
5902,AirplaneLD-PT-0050,3,0.04,0.24,0.16666666666666669,6593987,6593987,1.0,777,0.002304,FALSE
5901,AirplaneLD-PT-0050,4,0.08,0.26,0.3076923076923077,603,603,1.0,777,0.001457,FALSE
5900,AirplaneLD-PT-0050,5,0.03,1.29,0.023255813953488372,1609,1609,1.0,777,0.001625,TRUE
5899,AirplaneLD-PT-0050,6,0.02,0.35,0.05714285714285715,404,404,1.0,777,0.001532,FALSE
5898,AirplaneLD-PT-0050,7,0.08,0.09,0.888888888888889,8156,8156,1.0,777,0.001619,FALSE
5897,AirplaneLD-PT-0050,8,0.02,0.18,0.11111111111111112,10,10,1.0,777,0.000823,FALSE
5896,AirplaneLD-PT-0050,9,0.02,0.06,0.33333333333333337,6,6,1.0,777,0.000825,FALSE
5895,AirplaneLD-PT-0050,10,0.02,0.75,0.02666666666666667,6,6,1.0,777,0.001115,TRUE
5894,AirplaneLD-PT-0050,11,0.01,0.47,0.021276595744680854,6,6,1.0,777,0.001086,TRUE
5893,AirplaneLD-PT-0010,15,0.02,0.21,0.09523809523809525,279,279,1.0,177,0.000204,TRUE
5892,AirplaneLD-PT-0010,14,0.01,0.39,0.02564102564102564,6,6,1.0,177,0.000208,TRUE
5905,AirplaneLD-PT-0020,16,0.04,0.15,0.26666666666666666,173028,173028,1.0,327,0.000503,TRUE
5222,Diffusion2D-PT-D20N100,1,0.04,0.03,1.3333333333333335,20201,20201,1.0,3364,0.084091,FALSE
5156,Dekker-PT-010,16,0.07,0.02,3.5000000000000004,171531,171531,1.0,170,0.000164,TRUE
5220,Diffusion2D-PT-D20N100,6,0.01,0.01,1.0,20201,20201,1.0,3364,0.11601,TRUE
4550,IBMB2S565S3960-PT-none,8,0.08,0.29,0.2758620689655173,269,269,1.0,452,0.000694,TRUE
4549,ShieldRVs-PT-100B,6,0.14,0.02,7.000000000000001,3,3,1.0,8506,0.007042,FALSE
4548,ShieldRVt-PT-001A,3,0.0,0.07,0.0,1,1,1.0,22,3.3e-05,NONE
4547,ShieldRVt-PT-001A,2,0.01,0.01,1.0,98,98,1.0,22,3.6e-05,FALSE
4546,ShieldRVt-PT-001A,1,0.06,0.17,0.3529411764705882,1,1,1.0,22,3e-05,NONE
4545,ShieldRVs-PT-100B,13,0.01,0.01,1.0,3,3,1.0,8506,0.006167,FALSE
4544,ShieldRVs-PT-100B,10,0.02,0.01,2.0,13,13,1.0,8506,0.005586,FALSE
4543,ShieldRVs-PT-100B,7,0.07,0.03,2.3333333333333335,35,35,1.0,8506,0.006881,TRUE
4542,ShieldRVs-PT-100B,5,0.1,0.15,0.6666666666666667,3,3,1.0,8506,0.005533,FALSE
4541,ShieldRVs-PT-004B,15,0.04,0.11,0.36363636363636365,673975496,673975496,1.0,346,0.000249,TRUE
4540,ShieldRVs-PT-050B,10,0.02,0.1,0.19999999999999998,3,3,1.0,4256,0.002663,FALSE
4539,ShieldRVs-PT-040B,16,0.02,0.05,0.39999999999999997,3,3,1.0,3406,0.002029,FALSE
4538,ShieldRVs-PT-030B,12,0.02,0.01,2.0,3,3,1.0,2556,0.001475,FALSE
4537,ShieldRVs-PT-030B,8,0.01,0.04,0.25,3,3,1.0,2556,0.001478,TRUE
4536,ShieldRVs-PT-020B,6,0.06,0.03,2.0,3,3,1.0,1706,0.00103,TRUE
4535,ShieldRVs-PT-010B,7,0.01,0.03,0.33333333333333337,19,19,1.0,856,0.000558,FALSE
4534,ShieldRVt-PT-001A,4,0.01,0.11,0.09090909090909091,98,98,1.0,22,3.4e-05,FALSE
4533,ShieldRVt-PT-001A,5,0.0,0.06,0.0,45,45,1.0,22,4.7e-05,TRUE
4532,ShieldRVt-PT-001A,6,0.01,0.02,0.5,98,98,1.0,22,3.1e-05,FALSE
4531,ShieldRVt-PT-001A,7,0.04,0.03,1.3333333333333335,1,1,1.0,22,3.1e-05,NONE
4530,ShieldRVt-PT-001A,8,0.01,0.01,1.0,1,1,1.0,22,3e-05,NONE
4529,ShieldRVt-PT-001A,9,0.01,0.05,0.19999999999999998,98,98,1.0,22,3.5e-05,FALSE
4528,ShieldRVt-PT-001A,10,0.03,0.06,0.5,1,1,1.0,22,3.1e-05,NONE
4527,ShieldRVt-PT-001A,11,0.01,0.13,0.07692307692307693,98,98,1.0,22,3e-05,FALSE
4526,ShieldRVt-PT-001A,12,0.01,0.01,1.0,42,42,1.0,22,4.8e-05,TRUE
4525,ShieldRVt-PT-001A,13,0.02,0.03,0.6666666666666667,1,1,1.0,22,3.1e-05,NONE
4524,ShieldRVt-PT-001A,14,0.04,0.02,2.0,1,1,1.0,22,2.9e-05,NONE
4551,ARMCacheCoherence-PT-none,1,0.17,1.35,0.1259259259259259,208946562,208946562,1.0,33763,0.589378,FALSE
4552,DNAwalker-PT-03track12BlockBoth,13,8.1,8.19,0.989010989010989,10121,10121,1.0,98,0.000188,FALSE
4553,DLCflexbar-PT-8a,8,0.04,0.06,0.6666666666666667,2,2,1.0,36542,0.719661,FALSE
4554,DLCflexbar-PT-8a,7,0.01,0.32,0.03125,2,2,1.0,36542,0.816311,TRUE
4582,DLCflexbar-PT-8a,11,0.09,0.01,9.0,2,2,1.0,36542,0.800524,TRUE
4581,DLCflexbar-PT-6a,9,0.08,0.13,0.6153846153846154,554,554,1.0,18146,0.303375,FALSE
4580,DLCflexbar-PT-8a,9,0.01,0.16,0.0625,10,10,1.0,36542,0.753804,TRUE
4579,DLCflexbar-PT-6a,10,0.01,0.17,0.058823529411764705,24,24,1.0,18146,0.233813,FALSE
4578,DLCflexbar-PT-6a,11,0.06,0.11,0.5454545454545454,2,2,1.0,18146,0.227592,FALSE
4577,DLCflexbar-PT-6a,12,0.01,0.05,0.19999999999999998,49,49,1.0,18146,0.249521,TRUE
4576,DLCflexbar-PT-6a,13,0.02,0.15,0.13333333333333333,11,11,1.0,18146,0.232867,TRUE
4575,DLCflexbar-PT-6a,14,0.01,0.08,0.125,2,2,1.0,18146,0.207062,FALSE
4574,DLCflexbar-PT-6a,16,0.11,0.51,0.21568627450980393,11,11,1.0,18146,0.22951,TRUE
4573,DLCflexbar-PT-7a,2,0.13,0.28,0.46428571428571425,2,2,1.0,26232,0.432195,FALSE
4572,DLCflexbar-PT-7a,3,0.17,0.12,1.4166666666666667,8192,8192,1.0,26232,0.475742,FALSE
4571,DLCflexbar-PT-7a,4,0.09,0.41,0.21951219512195122,14,14,1.0,26232,0.429223,TRUE
4570,DLCflexbar-PT-7a,5,0.06,0.22,0.2727272727272727,2,2,1.0,26232,0.443659,FALSE
4523,ShieldRVt-PT-001A,15,0.01,0.11,0.09090909090909091,45,45,1.0,22,4.1e-05,TRUE
4569,DLCflexbar-PT-7a,6,0.08,0.05,1.5999999999999999,158,158,1.0,26232,0.443323,TRUE
4567,DLCflexbar-PT-7a,8,0.02,0.13,0.15384615384615385,14,14,1.0,26232,0.47158,FALSE
4566,DLCflexbar-PT-7a,10,0.09,0.05,1.7999999999999998,12,12,1.0,26232,0.429413,TRUE
4565,DLCflexbar-PT-7a,11,0.14,0.06,2.3333333333333335,2,2,1.0,26232,0.391015,FALSE
4564,DLCflexbar-PT-7a,12,0.37,0.16,2.3125,2,2,1.0,26232,0.391209,FALSE
4563,DLCflexbar-PT-7a,13,0.14,0.1,1.4000000000000001,26,26,1.0,26232,0.442564,TRUE
4562,DLCflexbar-PT-7a,14,0.07,0.03,2.3333333333333335,14,14,1.0,26232,0.429848,TRUE
4561,DLCflexbar-PT-7a,16,0.08,0.07,1.1428571428571428,14,14,1.0,26232,0.484116,FALSE
4560,DLCflexbar-PT-8a,1,0.07,0.09,0.7777777777777779,15,15,1.0,36542,0.790756,FALSE
4559,DLCflexbar-PT-8a,2,0.2,0.14,1.4285714285714286,80,80,1.0,36542,0.840836,TRUE
4558,DLCflexbar-PT-8a,3,0.07,0.03,2.3333333333333335,186,186,1.0,36542,0.820412,FALSE
4557,DLCflexbar-PT-8a,4,0.08,0.09,0.888888888888889,2,2,1.0,36542,0.798612,FALSE
4556,DLCflexbar-PT-8a,5,0.05,0.14,0.35714285714285715,2,2,1.0,36542,0.716322,FALSE
4555,DLCflexbar-PT-8a,6,0.01,0.09,0.11111111111111112,2,2,1.0,36542,0.72453,FALSE
4568,DLCflexbar-PT-7a,7,0.02,0.07,0.2857142857142857,26,26,1.0,26232,0.492411,FALSE
4522,ShieldRVt-PT-001A,16,0.01,0.02,0.5,46,46,1.0,22,3.8e-05,FALSE
4521,ShieldRVt-PT-001B,2,0.08,0.03,2.666666666666667,17370,17370,1.0,106,0.000113,FALSE
4520,ShieldRVt-PT-001B,3,0.07,0.06,1.1666666666666667,389,389,1.0,106,0.000106,FALSE
4487,ShieldRVs-PT-004A,15,0.03,0.11,0.2727272727272727,634721327,634721327,1.0,138,0.000156,TRUE
4486,ShieldRVs-PT-004A,16,0.09,0.16,0.5625,796876924,796876924,1.0,138,0.00016,FALSE
4485,ShieldRVs-PT-004B,2,0.01,0.14,0.07142857142857142,582968600,582968600,1.0,346,0.000264,TRUE
4484,ShieldRVs-PT-004B,5,0.01,0.03,0.33333333333333337,798146317,798146317,1.0,346,0.000259,TRUE
4483,ShieldRVs-PT-004B,9,0.01,0.1,0.09999999999999999,586770219,586770219,1.0,346,0.000243,TRUE
4482,ShieldRVt-PT-002A,2,0.01,0.0,inf,1,1,1.0,38,4.2e-05,NONE
4481,ShieldRVt-PT-002A,3,0.01,0.02,0.5,1314,1314,1.0,38,7.6e-05,FALSE
4480,ShieldRVt-PT-002A,4,0.03,0.01,3.0,2754,2754,1.0,38,5.6e-05,FALSE
4479,ShieldRVt-PT-004A,4,0.0,0.02,0.0,696321,696321,1.0,70,9.7e-05,TRUE
4478,ShieldRVt-PT-004A,10,0.02,0.08,0.25,663554,663554,1.0,70,0.000122,FALSE
4477,ShieldRVt-PT-004A,9,0.09,0.09,1.0,630786,630786,1.0,70,0.000125,TRUE
4476,ShieldRVt-PT-004A,8,0.01,0.03,0.33333333333333337,696321,696321,1.0,70,0.000106,FALSE
4475,ShieldRVt-PT-004A,7,0.01,0.08,0.125,1359874,1359874,1.0,70,9.1e-05,FALSE
4488,ShieldRVs-PT-004A,14,0.03,0.1,0.3,599944819,599944819,1.0,138,0.000141,FALSE
4474,ShieldRVt-PT-004A,6,0.01,0.09,0.11111111111111112,630786,630786,1.0,70,0.000119,FALSE
4472,ShieldRVt-PT-004A,3,0.01,0.03,0.33333333333333337,647170,647170,1.0,70,0.000131,FALSE
4471,ShieldRVt-PT-002A,5,0.06,0.01,6.0,1,1,1.0,38,4.2e-05,NONE
4470,ShieldRVt-PT-004A,2,0.01,0.04,0.25,1294338,1294338,1.0,70,8.6e-05,FALSE
4469,ShieldRVt-PT-004A,1,0.04,0.03,1.3333333333333335,647170,647170,1.0,70,0.000129,FALSE
4468,ShieldRVt-PT-003B,11,0.01,0.13,0.07692307692307693,3,3,1.0,306,0.000173,FALSE
4467,ShieldRVt-PT-003B,9,0.01,0.03,0.33333333333333337,50913,50913,1.0,306,0.000256,TRUE
4466,ShieldRVt-PT-003B,8,0.0,0.02,0.0,3,3,1.0,306,0.000173,FALSE
4465,ShieldRVt-PT-003B,1,0.01,0.23,0.043478260869565216,3,3,1.0,306,0.000188,FALSE
4464,ShieldRVt-PT-004A,11,0.01,0.02,0.5,663554,663554,1.0,70,0.000119,TRUE
4463,ShieldRVt-PT-004A,12,0.01,0.24,0.04166666666666667,696321,696321,1.0,70,9.6e-05,FALSE
4462,ShieldRVt-PT-004A,13,0.01,0.25,0.04,1392642,1392642,1.0,70,9e-05,FALSE
4461,ShieldRVt-PT-004A,14,0.01,0.05,0.19999999999999998,663554,663554,1.0,70,0.000121,TRUE
4460,ShieldRVt-PT-004A,15,0.01,0.12,0.08333333333333334,679938,679938,1.0,70,0.000137,TRUE
4473,ShieldRVt-PT-004A,5,0.11,0.03,3.666666666666667,647170,647170,1.0,70,0.000123,FALSE
4583,DLCflexbar-PT-8a,13,0.13,0.03,4.333333333333334,2,2,1.0,36542,0.787781,FALSE
4489,ShieldRVs-PT-004A,13,0.01,0.18,0.05555555555555556,581429626,581429626,1.0,138,0.00014,FALSE
4491,ShieldRVs-PT-004A,11,0.01,0.14,0.07142857142857142,611002968,611002968,1.0,138,0.000153,TRUE
4519,ShieldRVt-PT-001B,5,0.01,0.02,0.5,167,167,1.0,106,0.000109,TRUE
4518,ShieldRVt-PT-002A,1,0.02,0.01,2.0,1,1,1.0,38,4.4e-05,NONE
4517,ShieldRVs-PT-004B,16,0.08,0.03,2.666666666666667,849760883,849760883,1.0,346,0.000254,FALSE
4516,ShieldRVs-PT-004B,12,0.03,0.35,0.08571428571428572,3,3,1.0,346,0.000227,FALSE
4515,ShieldRVs-PT-003B,3,0.02,0.03,0.6666666666666667,5970046,5970046,1.0,261,0.000197,FALSE
4514,ShieldRVs-PT-003B,12,0.01,0.08,0.125,12425687,12425687,1.0,261,0.000219,TRUE
4513,ShieldRVs-PT-004A,2,0.01,0.07,0.14285714285714285,712880477,712880477,1.0,138,0.000151,FALSE
4512,ShieldRVs-PT-004A,1,0.03,0.11,0.2727272727272727,611002968,611002968,1.0,138,0.00016,FALSE
4511,ShieldRVs-PT-003B,16,0.02,0.07,0.2857142857142857,15858176,15858176,1.0,261,0.000209,FALSE
4510,ShieldRVs-PT-003B,15,0.1,0.08,1.25,4734265,4734265,1.0,261,0.000199,TRUE
4509,ShieldRVs-PT-003B,14,0.08,0.19,0.42105263157894735,8628983,8628983,1.0,261,0.000205,FALSE
4508,ShieldRVs-PT-003B,13,0.01,0.16,0.0625,44249709,44249709,1.0,261,0.000223,TRUE
4507,ShieldRVs-PT-003B,11,0.09,0.1,0.8999999999999999,8664616,8664616,1.0,261,0.000205,FALSE
4490,ShieldRVs-PT-004A,12,0.03,0.23,0.13043478260869565,924455386,924455386,1.0,138,0.00015,FALSE
4506,ShieldRVs-PT-004B,11,0.07,0.18,0.38888888888888895,685077444,685077444,1.0,346,0.000246,FALSE
4504,ShieldRVs-PT-003B,9,0.01,0.04,0.25,11626339,11626339,1.0,261,0.000214,FALSE
4503,ShieldRVs-PT-003B,8,0.02,0.09,0.22222222222222224,29529526,29529526,1.0,261,0.000232,FALSE
4502,ShieldRVs-PT-003B,7,0.02,0.14,0.14285714285714285,7681440,7681440,1.0,261,0.000202,FALSE
4501,ShieldRVs-PT-003B,6,0.1,0.04,2.5,6504414,6504414,1.0,261,0.000195,FALSE
4500,ShieldRVs-PT-003B,5,0.01,0.03,0.33333333333333337,6879386,6879386,1.0,261,0.000194,FALSE
4499,ShieldRVs-PT-004A,3,0.02,0.21,0.09523809523809525,739511577,739511577,1.0,138,0.000157,FALSE
4498,ShieldRVs-PT-004A,4,0.01,0.04,0.25,599944820,599944820,1.0,138,0.00015,FALSE
4497,ShieldRVs-PT-004A,5,0.01,0.06,0.16666666666666669,855835257,855835257,1.0,138,0.000155,FALSE
4496,ShieldRVs-PT-004A,6,0.01,0.03,0.33333333333333337,712880477,712880477,1.0,138,0.000159,FALSE
4495,ShieldRVs-PT-004A,7,0.01,0.1,0.09999999999999999,660045448,660045448,1.0,138,0.000152,TRUE
4494,ShieldRVs-PT-004A,8,0.02,0.18,0.11111111111111112,604179941,604179941,1.0,138,0.000155,FALSE
4493,ShieldRVs-PT-004A,9,0.07,0.12,0.5833333333333334,653011230,653011230,1.0,138,0.000158,FALSE
4492,ShieldRVs-PT-004A,10,0.03,0.23,0.13043478260869565,604902911,604902911,1.0,138,0.000144,FALSE
4505,ShieldRVs-PT-003B,10,0.04,0.18,0.22222222222222224,7979344,7979344,1.0,261,0.000204,FALSE
4459,ShieldRVt-PT-004A,16,0.02,0.04,0.5,1327106,1327106,1.0,70,9.6e-05,FALSE
4584,DLCround-PT-04a,9,0.01,0.23,0.043478260869565216,44474,44474,1.0,962,0.002961,FALSE
4586,DLCround-PT-04a,7,0.01,0.14,0.07142857142857142,40,40,1.0,962,0.00268,FALSE
4678,DLCround-PT-10a,8,0.01,0.09,0.11111111111111112,2,2,1.0,2942,0.010812,FALSE
4677,DLCround-PT-10a,9,0.12,0.05,2.4,1398,1398,1.0,2942,0.013223,FALSE
4676,DLCround-PT-04a,14,0.01,0.15,0.06666666666666667,490,490,1.0,962,0.002939,FALSE
4675,DLCround-PT-04a,13,0.02,0.14,0.14285714285714285,29,29,1.0,962,0.002658,FALSE
4674,DLCround-PT-04a,11,0.07,0.29,0.24137931034482762,3,3,1.0,962,0.001926,FALSE
4673,DLCflexbar-PT-3a,9,0.06,0.12,0.5,1302,1302,1.0,4472,0.028953,TRUE
4672,DLCflexbar-PT-3a,14,0.03,0.22,0.13636363636363635,10,10,1.0,4472,0.019924,FALSE
4671,DLCflexbar-PT-4a,1,0.03,0.09,0.3333333333333333,2,2,1.0,7542,0.053762,FALSE
4670,DLCflexbar-PT-4a,2,0.01,0.1,0.09999999999999999,9,9,1.0,7542,0.036562,FALSE
4669,DLCflexbar-PT-4a,3,0.01,0.07,0.14285714285714285,52,52,1.0,7542,0.059095,TRUE
4668,DLCflexbar-PT-4a,4,0.01,0.07,0.14285714285714285,2,2,1.0,7542,0.053388,FALSE
4667,DLCflexbar-PT-4a,5,0.02,0.29,0.06896551724137932,30,30,1.0,7542,0.053727,TRUE
4666,DLCflexbar-PT-4a,7,0.01,0.19,0.05263157894736842,2,2,1.0,7542,0.054284,TRUE
4665,DLCflexbar-PT-4a,9,0.03,0.06,0.5,2,2,1.0,7542,0.05277,TRUE
4664,DLCflexbar-PT-4a,11,0.03,0.02,1.5,806,806,1.0,7542,0.058965,FALSE
4663,DLCflexbar-PT-4a,12,0.02,0.26,0.07692307692307693,542,542,1.0,7542,0.058759,FALSE
4662,DLCflexbar-PT-4a,13,0.01,0.17,0.058823529411764705,3,3,1.0,7542,0.033857,TRUE
4661,DLCflexbar-PT-4a,14,0.01,0.55,0.01818181818181818,3,3,1.0,7542,0.033866,TRUE
4660,DLCflexbar-PT-4a,16,0.03,0.11,0.2727272727272727,9,9,1.0,7542,0.057994,FALSE
4659,DLCflexbar-PT-5a,1,0.02,0.14,0.14285714285714285,9,9,1.0,12008,0.07672,FALSE
4658,DLCflexbar-PT-5a,2,0.01,0.09,0.11111111111111112,4,4,1.0,12008,0.113189,FALSE
4657,DLCflexbar-PT-5a,3,0.11,0.1,1.0999999999999999,4472,4472,1.0,12008,0.135663,FALSE
4656,DLCflexbar-PT-5a,4,0.01,0.04,0.25,2,2,1.0,12008,0.124359,FALSE
4655,DLCflexbar-PT-5a,6,0.01,0.12,0.08333333333333334,2,2,1.0,12008,0.115352,TRUE
4654,DLCflexbar-PT-5a,7,0.04,0.14,0.2857142857142857,11243,11243,1.0,12008,0.133068,TRUE
4653,DLCflexbar-PT-5a,9,0.01,0.04,0.25,4,4,1.0,12008,0.115565,FALSE
4652,DLCflexbar-PT-5a,10,0.01,0.09,0.11111111111111112,4,4,1.0,12008,0.110295,TRUE
4679,DLCround-PT-10a,7,0.01,0.19,0.05263157894736842,17,17,1.0,2942,0.011136,TRUE
4680,DLCround-PT-10a,6,0.0,0.38,0.0,17,17,1.0,2942,0.011284,TRUE
4681,DLCround-PT-10a,4,0.01,0.35,0.028571428571428574,75,75,1.0,2942,0.011914,TRUE
4682,DLCround-PT-10a,3,0.01,0.25,0.04,32,32,1.0,2942,0.01163,FALSE
4710,DLCround-PT-12a,5,0.02,0.57,0.03508771929824562,3,3,1.0,3826,0.013727,FALSE
4709,DLCround-PT-12a,6,0.02,0.24,0.08333333333333334,13122,13122,1.0,3826,0.019974,FALSE
4708,DLCround-PT-12a,7,0.04,0.26,0.15384615384615385,2,2,1.0,3826,0.017269,TRUE
4707,DLCround-PT-10a,13,0.01,0.47,0.021276595744680854,1892,1892,1.0,2942,0.013489,FALSE
4706,DLCround-PT-10a,11,0.05,0.32,0.15625,51482,51482,1.0,2942,0.014001,FALSE
4705,DLCround-PT-08a,14,0.0,0.15,0.0,15,15,1.0,2170,0.007146,TRUE
4704,DLCround-PT-10a,10,0.02,0.36,0.05555555555555556,86690,86690,1.0,2942,0.014296,FALSE
4703,DLCround-PT-08a,15,0.01,0.15,0.06666666666666667,3426,3426,1.0,2170,0.008978,FALSE
4702,DLCround-PT-08a,16,0.02,0.33,0.06060606060606061,2,2,1.0,2170,0.007164,FALSE
4701,DLCround-PT-08b,3,0.0,0.05,0.0,3,3,1.0,7820,0.009139,FALSE
4700,DLCround-PT-08b,16,0.11,0.05,2.1999999999999997,3,3,1.0,7820,0.009121,FALSE
4699,DLCround-PT-09a,2,0.07,0.12,0.5833333333333334,7250,7250,1.0,2542,0.011565,FALSE
4698,DLCround-PT-09a,3,0.01,0.77,0.012987012987012986,44,44,1.0,2542,0.007772,TRUE
4651,DLCflexbar-PT-5a,11,0.01,0.3,0.03333333333333333,2,2,1.0,12008,0.112313,FALSE
4697,DLCround-PT-09a,4,0.01,0.64,0.015625,342,342,1.0,2542,0.010903,FALSE
4695,DLCround-PT-09a,6,0.01,0.24,0.04166666666666667,15,15,1.0,2542,0.007628,FALSE
4694,DLCround-PT-09a,7,0.01,0.17,0.058823529411764705,3,3,1.0,2542,0.00585,FALSE
4693,DLCround-PT-09a,8,0.15,0.25,0.6,13,13,1.0,2542,0.008236,TRUE
4692,DLCround-PT-09a,9,0.11,0.19,0.5789473684210527,45,45,1.0,2542,0.009594,TRUE
4691,DLCround-PT-09a,10,0.01,0.28,0.03571428571428571,854,854,1.0,2542,0.010582,FALSE
4690,DLCround-PT-09a,11,0.07,0.75,0.09333333333333334,850,850,1.0,2542,0.010304,FALSE
4689,DLCround-PT-09a,12,0.01,0.54,0.018518518518518517,9,9,1.0,2542,0.007909,FALSE
4688,DLCround-PT-09a,13,0.02,0.33,0.06060606060606061,2530,2530,1.0,2542,0.010631,FALSE
4687,DLCround-PT-09a,14,0.02,0.57,0.03508771929824562,382,382,1.0,2542,0.010526,FALSE
4686,DLCround-PT-09a,15,0.0,0.17,0.0,2,2,1.0,2542,0.009241,TRUE
4685,DLCround-PT-09a,16,0.07,0.03,2.3333333333333335,13,13,1.0,2542,0.009689,TRUE
4684,DLCround-PT-10a,1,0.09,0.99,0.09090909090909091,94,94,1.0,2942,0.012883,FALSE
4683,DLCround-PT-10a,2,0.01,0.09,0.11111111111111112,3,3,1.0,2942,0.008651,TRUE
4696,DLCround-PT-09a,5,0.09,0.46,0.19565217391304346,2050,2050,1.0,2542,0.008672,TRUE
4650,DLCflexbar-PT-5a,13,0.01,0.32,0.03125,3962,3962,1.0,12008,0.128579,TRUE
4649,DLCflexbar-PT-5a,14,0.02,0.03,0.6666666666666667,138,138,1.0,12008,0.12181,FALSE
4648,DLCflexbar-PT-5a,15,0.02,0.05,0.39999999999999997,138,138,1.0,12008,0.119928,FALSE
4614,DLCflexbar-PT-6a,5,0.07,0.79,0.08860759493670886,12,12,1.0,18146,0.222686,FALSE
4613,DLCflexbar-PT-6a,8,0.01,0.14,0.07142857142857142,51,51,1.0,18146,0.258248,TRUE
4612,DLCround-PT-04a,10,0.04,0.6,0.06666666666666667,3,3,1.0,962,0.001954,FALSE
4611,DLCflexbar-PT-8a,12,0.27,0.02,13.5,2,2,1.0,36542,0.823252,FALSE
4610,DLCflexbar-PT-8a,15,0.1,0.03,3.3333333333333335,2,2,1.0,36542,0.784621,FALSE
4609,DLCflexbar-PT-8a,16,0.16,0.05,3.1999999999999997,17696,17696,1.0,36542,0.878379,FALSE
4608,DLCround-PT-03a,1,0.03,0.75,0.04,104,104,1.0,730,0.002042,TRUE
